"id","qdap_value_ampl","qdap_nword"
"50084","-10.11344","1963"
"50085","-11.88302","1911"
"50086","-4.00216","1578"
"50087","-4.34964","1332"
"50088","-0.5854","628"
"50089","-0.43388","1027"
"50090","-3.21704","1410"
"50091","-4.46988","693"
"50092","-3.21662","1015"
"50093","-6.7039","795"
"50094","-3.35772","1833"
"50095","-3.46114","1091"
"50096","-0.59578","818"
"50097","1.11582","1573"
"50098","-5.68464","1371"
"50099","0.0249599999999999","210"
"50100","-4.45126","4575"
"50101","-23.41572","3565"
"50102","2.78446","1718"
"50103","-6.42864","1569"
"50104","-5.18156","1234"
"50105","2.80562","1735"
"50106","-6.44614","1754"
"50107","-0.0400800000000001","870"
"50108","-6.2718","857"
"50109","0.45108","420"
