"title","number","date","keywords","link"
"ZEIT-Gespräch mit dem Nordirland-Minister Patrick Mayhew: „Ohne die Armee gäbe es ein Blutbad“ |","1993.16.5390","1993-04-16","DIE ZEIT, ZEIT-Gespräch mit dem Nordirland-Minister Patrick Mayhew, IRA, Irland, Großbritannien, Strafverfolgung, Antidiskriminierungsgesetz, Bosnien und Herzegowina, England, Gespräch, MIT, Nordirland, Soldat, Staatsanwaltschaft, Belfast","http://www.zeit.de/1993/16/ohne-die-armee-gaebe-es-ein-blutbad"
"Am Sonntag stimmen die Italiener über eine Staatsreform ab. Viele erhoffen sich davon eine Wende: Bislang nichts als schöne Worte |","1993.16.5391","1993-04-16","DIE ZEIT, Am Sonntag stimmen die Italiener über eine Staatsreform ab. Viele erhoffen sich davon eine Wende, Giulio Andreotti, Antonio Di Pietro, Gesundheitsministerium, Drogenkonsum, Italien, Volksentscheid, Volksparteien, USA, Neapel, Palermo, Rom","http://www.zeit.de/1993/16/bislang-nichts-als-schoene-worte"
"Der Mord an dem Kommunistenführer Chris Hani löst in Südafrika einen nationalen Schock aus: Anschlag auf die schwarze Seele |","1993.16.5392","1993-04-16","DIE ZEIT, Der Mord an dem Kommunistenführer Chris Hani löst in Südafrika einen nationalen Schock aus, Anschlag, Mord, Nelson Mandela, Seele, Südafrika, ANC, Township, Botsuana, Mosambik, Afrika, Lesotho, Pretoria, Swasiland","http://www.zeit.de/1993/16/anschlag-auf-die-schwarze-seele"
"Lausitzer Passion oder: Geil auf HORNO |","1993.16.5393","1993-04-16","DIE ZEIT, , Manfred Stolpe, Matthias Platzeck, Christoph Dieckmann, DDR, Ostermarsch, Brandenburg","http://www.zeit.de/1993/16/lausitzer-passion-oder-geil-auf-horno"
"Flugverbot über Bosnien: Zum ersten Mal greift das westliche Bündnis jenseits der Bündnisgrenzen ein: Augenwischerei – oder neuer Anfang? |","1993.16.5394","1993-04-16","DIE ZEIT, Flugverbot über Bosnien: Zum ersten Mal greift das westliche Bündnis jenseits der Bündnisgrenzen ein, Bill Clinton, Nato, Boris Jelzin, Bosnien und Herzegowina, UN-Sicherheitsrat, Allianz, Flugverbot, Kambodscha, Oder, Russland, Sarajevo, Balkan, Belgrad, Donau, Vancouver, Washington D.C","http://www.zeit.de/1993/16/augenwischereri-oder-neuer-anfang"
"Rühe wirbt in Moskau für militärische Zusammenarbeit: Gedankenspiele |","1993.16.5395","1993-04-16","DIE ZEIT, Rühe wirbt in Moskau für militärische Zusammenarbeit, Moskau, Volker Rühe, Nato, Russland, Allah, Bundeswehr, Militärpolitik, Vereinte Nationen, Verteidigungsminister, Völkermord, Bosnien und Herzegowina, Jugoslawien, Sowjetunion, Balkan, Europa, Rabat, Riad, St. Petersburg","http://www.zeit.de/1993/16/gedankenspiele"
"Ägyptens Nobelpreisträger Nagib Mahfus – eine liberale Stimme gegen Fanatismus und Terror: Der Pharao der Literatur |","1993.16.5396","1993-04-16","DIE ZEIT, Ägyptens Nobelpreisträger Nagib Mahfus – eine liberale Stimme gegen Fanatismus und Terror, Literatur, Pharao, Ägypten, Kairo, Nil","http://www.zeit.de/1993/16/der-pharao-der-literatur"
"Wieder wartete Los Angeles auf ein Gerichtsurteil. Die Gewalt kann jederzeit neu explodieren, denn an ihren Ursachen hat sich nichts geändert: Angst herrscht in der Stadt der Engel |","1993.16.5397","1993-04-16","DIE ZEIT, Wieder wartete Los Angeles auf ein Gerichtsurteil. Die Gewalt kann jederzeit neu explodieren, denn an ihren Ursachen hat sich nichts geändert, Stadt, Bill Clinton, Gewalt, Bundesgerichtshof, Ice-T, Los Angeles","http://www.zeit.de/1993/16/angst-herrscht-in-der-stadt-der-engel"
"Neuwahlen in Spanien: Bescheidene Träume |","1993.16.5398","1993-04-16","DIE ZEIT, Neuwahlen in Spanien, Spanien, Wirtschaftspolitik, Christian Wernicke, Munition, Rezession, Wahlkampf, Kapitalismus, Madrid","http://www.zeit.de/1993/16/bescheidene-traeume"
"Den Frieden sichern und die IRA zur Strecke bringen – so beschreiben britische Soldaten ihren Job in Nordirland. Immer wieder wird ihnen vorgeworfen, Terror mit Terror zu vergelten. Ein ehemaliger Obergefreiter schildert der ZEIT seinen „Fall“: Schüsse in Feindesland |","1993.16.5399","1993-04-16","DIE ZEIT, Den Frieden sichern und die IRA zur Strecke bringen – so beschreiben britische Soldaten ihren Job in Nordirland. Immer wieder wird ihnen vorgeworfen, Terror mit Terror zu vergelten. Ein ehemaliger Obergefreiter schildert der ZEIT seinen „Fall“, Frieden, Bill Clinton, Harold Wilson, IRA, Soldat, Stützpunkt, Großbritannien, MIT, Belfast, Nordirland, Glasgow","http://www.zeit.de/1993/16/schuesse-in-feindesland"
"Worte der Woche |","1993.16.5400","1993-04-16","DIE ZEIT, , CDU, FDP, Helmut Schmidt, Jürgen Rüttgers, Boris Jelzin, Klaus Kinkel, Kurt Biedenkopf, Arbeitskampf, Bosnien und Herzegowina, Bundesaußenminister, Flugverbot, Geschäftsführer, Johannes Paul II., Klima, Metallindustrie, Ministerpräsident, Ostern, Papst, Präsident, Václav Havel","http://www.zeit.de/1993/16/worte-der-woche"
"Wolfgang Ebert: Neue Sündenböcke |","1993.16.5401","1993-04-16","DIE ZEIT, Wolfgang Ebert, Medien, AKW, Boss, Ehe, Gesundheit, Herz, Jagd, Opfer, Rezession, Wolfgang Ebert","http://www.zeit.de/1993/16/neue-suendenboecke"
"Birma – noch schlimmer als Bosnien: Der vergessene Krieg |","1993.16.5402","1993-04-16","DIE ZEIT, Birma – noch schlimmer als Bosnien, Krieg, Bosnien und Herzegowina, Birma, Militär, UN-Sicherheitsrat, Abholzung, Aung San Suu Kyi, Somalia, Vereinte Nationen, Bosnien und Herzegowina, Bundesrepublik Deutschland, China, Japan, Kambodscha, Genf","http://www.zeit.de/1993/16/der-vergessene-krieg"
"Nordirland-Lexikon |","1993.16.5403","1993-04-16","DIE ZEIT, , IRA, Provinz, Republikaner (USA), Irland, Nordirland","http://www.zeit.de/1993/16/nordirland-lexikon"
"Zeitspiegel |","1993.16.5404","1993-04-16","DIE ZEIT, , Boris Jelzin, Margaret Thatcher, John Major, Präsident, Präsidentenwahl, Versicherung, Volkswirtschaft, Großbritannien, Russland, Südafrika","http://www.zeit.de/1993/16/zeitspiegel"
"Mit Innenminister Charles Pasqua kehrt die Konfrontation nach Frankreich zurück: Hüter einer gnadenlosen Ordnung |","1993.16.5405","1993-04-16","DIE ZEIT, Mit Innenminister Charles Pasqua kehrt die Konfrontation nach Frankreich zurück, Frankreich, Charles Pasqua, Innenminister, Edouard Balladur, Charles de Gaulle, Fernandel, Front National, MIT, Paris, Europa, Lyon, Marseille","http://www.zeit.de/1993/16/hueter-einer-gnadenlosen-ordnung"
"Lonrho: Der deutsche Immobilienkaufmann Bock will dem britischen Konzern in der City wieder zu Ansehen verhelfen: Zwei am Ruder |","1993.16.5406","1993-04-16","DIE ZEIT, Lonrho: Der deutsche Immobilienkaufmann Bock will dem britischen Konzern in der City wieder zu Ansehen verhelfen, England, Aufsichtsrat, BHF BANK, DDR, Immobiliengeschäft, Libyen, Philipp Holzmann, Indien, Niederlande, USA, Afrika, Europa, London, Mannheim","http://www.zeit.de/1993/16/zwei-am-ruder"
"Lapas: Die Ungereimtheiten um das Aufklärungssystem ziehen Kreise bis zum Nato-Generalsekretär Manfred Wörner: Einfach untergepflügt |","1993.16.5407","1993-04-16","DIE ZEIT, Lapas: Die Ungereimtheiten um das Aufklärungssystem ziehen Kreise bis zum Nato-Generalsekretär Manfred Wörner, Volker Rühe, Manfred Wörner, SPD, Max Streibl, Verteidigungsministerium, Dornier, Aufklärungssystem, Nato-Generalsekretär, Bonn","http://www.zeit.de/1993/16/einfach-untergerpfluegt"
"Die Rüstungskontrolle ist fast ohne Chancen: Goldener Schuß |","1993.16.5408","1993-04-16","DIE ZEIT, Die Rüstungskontrolle ist fast ohne Chancen, Bundesregierung, SPD, UN-Sicherheitsrat, Carl-Dieter Spranger, Entwicklungshilfe, Rüstungsindustrie, Welthungerhilfe, Frankreich, Großbritannien, Taiwan, Bonn, Fernost","http://www.zeit.de/1993/16/goldener-schuss"
"Plutoniumfabrik: Siemens erwirkte einen Anspruch auf Schadensersatz gegen Hessen – doch der Atomkonzern hat den Schaden längst auf die Stromkunden abgewälzt: Streitfall Sicherheit |","1993.16.5409","1993-04-16","DIE ZEIT, Plutoniumfabrik: Siemens erwirkte einen Anspruch auf Schadensersatz gegen Hessen – doch der Atomkonzern hat den Schaden längst auf die Stromkunden abgewälzt, Hessen, Siemens AG, Siemens AG, Hans Eichel, SPD, Hoechst, Manfred Kanther, Schadensersatz, Landesregierung, Landgericht, Landtag, Umweltminister, Wiesbaden","http://www.zeit.de/1993/16/streitfall-sicherheit"
"Markt-Report: Daimler unter Druck |","1993.16.5410","1993-04-16","DIE ZEIT, Markt-Report, VW, BMW, Ausländer, Daimler AG, Aktie, Aktienmarkt, Börse, Fusion, Stern, London, New York, Wolfsburg","http://www.zeit.de/1993/16/daimler-unter-druck"
"Bonner Kulisse |","1993.16.5411","1993-04-16","DIE ZEIT, , Günter Rexrodt, Heinz Riesenhuber, Helmut Kohl, Agentur, Bundeskanzler, Günther Krause, Kanzleramt, Rohstoff, Verkehrsminister, Welthungerhilfe, Ungarn, Europa, Mecklenburg-Vorpommern","http://www.zeit.de/1993/16/bonner-kulisse"
"Rußland: Bedroht von Massenarbeitslosigkeit, versucht das Land Zeit zu gewinnen: Zaghaft ins Chaos |","1993.16.5412","1993-04-16","DIE ZEIT, Rußland: Bedroht von Massenarbeitslosigkeit, versucht das Land Zeit zu gewinnen, Bundesanstalt für Arbeit, Abfindung, Arbeitslose, Arbeitsvermittlung, Berufsberatung, Heinrich Franke, Mobilität, Chaos, Russland, Genf","http://www.zeit.de/1993/16/zaghaft-ins-chaos"
"Luftfahrt: KLM, SAS, AUA und Swissair unter einem Dach – Gefahr für Lufthansa: Grand mit Vieren |","1993.16.5413","1993-04-16","DIE ZEIT, Luftfahrt: KLM, SAS, AUA und Swissair unter einem Dach – Gefahr für Lufthansa, Lufthansa, Airline, Allianz, Continental, Finnair, Fusion, Ostasien, MIT, Niederlande, USA, Kopenhagen, Zürich, Afrika, Bremen, Nordrhein-Westfalen, Südamerika","http://www.zeit.de/1993/16/grand-mit-vieren"
