"id","qdap_value_ampl","qdap_nword"
"33884","-5.5277","472"
"33885","-19.96144","5119"
"33886","-3.8488","709"
"33887","-3.2566","758"
"33888","-1.32454","392"
"33889","-3.35672","748"
"33890","-4.89482","1041"
"33891","-3.50358","519"
"33892","0.6936","57"
"33893","-1.6978","183"
"33894","-4.77966","593"
"33895","-0.4501","119"
"33896","1.0697","608"
"33897","0.344","291"
"33898","-2.8028","650"
"33899","-2.80326","838"
"33900","-2.23836","581"
"33901","-5.17418","1084"
"33902","-1.0569","225"
"33903","-0.21116","141"
"33904","1.3471","471"
"33905","-8.42016","737"
"33906","-7.47644","1395"
"33907","-0.55854","2006"
"33908","-1.7854","250"
"33909","-4.83866","399"
"33910","-2.6584","378"
"33911","1.18316","478"
"33912","-3.0206","630"
"33913","-0.0056","100"
"33914","-6.50846","1040"
"33915","-1.07466","239"
"33916","-4.5516","1827"
"33917","-2.1204","224"
"33918","-13.49378","1533"
"33919","-0.79052","324"
"33920","0.50076","1272"
"33921","-14.3743","2264"
"33922","-1.40276","1188"
"33923","0.0954","239"
"33924","-1.7","165"
"33925","-5.32186","1167"
"33926","-1.01016","410"
"33927","-5.08518","1461"
"33928","-1.66136","561"
"33929","-3.1135","269"
"33930","-2.33764","196"
"33931","0.028","244"
"33932","1.9014","1817"
"33933","-0.72906","751"
"33934","-4.21002","1417"
"33935","-0.71832","735"
"33936","0.9764","184"
"33937","0.9901","466"
"33938","-3.15718","263"
"33939","0.18558","567"
"33940","-0.97132","201"
"33941","-8.4422","1326"
"33942","-1.62892","469"
"33943","-1.5349","516"
"33944","-4.28782","1424"
"33945","-6.2897","838"
