"id","qdap_value_ampl","qdap_nword"
"28700","-0.2171","128"
"28701","-2.2362","228"
"28702","1.6378","631"
"28703","-0.52772","81"
"28704","-1.32768","300"
"28705","0.0363","295"
"28706","-2.2888","442"
"28707","0.6441","60"
"28708","-3.8377","218"
"28709","1.0519","211"
"28710","-5.9952","586"
"28711","0.78402","1086"
"28712","-1.10394","1202"
"28713","-2.80686","228"
"28714","4.9859","846"
"28715","-3.53284","978"
"28716","-1.24516","1010"
"28717","-4.89746","1496"
"28718","-1.6852","113"
"28719","0.33794","1486"
"28720","-1.85244","449"
"28721","-1.0671","157"
"28722","-0.48404","1157"
"28723","0.0932","203"
"28724","-10.22414","1313"
"28725","0.3128","164"
"28726","0.048","268"
"28727","-3.99788","1176"
"28728","0.7619","956"
"28729","0.6878","727"
"28730","2.63814","557"
"28731","-5.41596","1167"
"28732","-5.91212","465"
"28733","-6.04658","1078"
"28734","0.81288","193"
