"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"53222","-10.3682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53223","-4.0941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53224","-16.0982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53225","0.2302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53226","-8.3711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53227","-7.1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53228","-1.2376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53229","-3.1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53230","-1.859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53231","-0.3534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53232","-5.8516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53233","1.7304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53234","-2.4957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53235","-10.2572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53236","-0.5382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53237","-11.4535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53238","-2.6402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53239","-2.6322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53240","-1.0893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53241","4.4422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53242","-3.8378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53243","-7.4615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53244","-5.8733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53245","-1.8263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
