"id","qdap_value_ampl","qdap_nword"
"45864","0.3364","31"
"45865","0.9975","1025"
"45866","-6.72592","694"
"45867","-0.4563","129"
"45868","0","9"
"45869","0","9"
"45870","-0.7674","57"
"45871","-7.93684","1003"
"45872","-0.21536","232"
"45873","0.008","33"
"45874","-3.24224","622"
"45875","-0.7706","15"
"45876","0","4"
"45877","-4.72568","716"
"45878","-0.6374","133"
"45879","-1.8548","732"
"45880","-1.09146","304"
"45881","0","6"
"45882","0.1579","77"
"45883","0.016","33"
"45884","0.004","49"
"45885","-1.0034","345"
"45886","-6.28434","677"
"45887","-0.6703","356"
"45888","-3.14636","237"
"45889","-0.1893","44"
"45890","-0.1819","42"
"45891","0.77386","1376"
"45892","-0.647","41"
"45893","0","28"
"45894","-0.3266","30"
"45895","-2.53888","1073"
"45896","-2.2936","1460"
"45897","-0.60376","567"
"45898","2.67172","418"
"45899","-3.48818","1342"
"45900","-4.865","2235"
"45901","-1.5089","934"
"45902","-12.22824","3086"
"45903","0.2492","104"
"45904","-0.3625","194"
"45905","-2.28408","417"
"45906","-0.0245600000000001","1938"
"45907","-0.00368","70"
"45908","0","26"
"45909","0.0865","718"
"45910","-0.15452","704"
"45911","-0.98464","642"
"45912","-4.73186","1231"
"45913","-0.49806","237"
"45914","-2.25312","1428"
"45915","-6.46956","826"
"45916","-12.55342","2015"
"45917","-1.56486","756"
"45918","2.06734","1609"
"45919","0.5924","444"
"45920","0.466","445"
"45921","0.004","178"
"45922","-4.29534","853"
"45923","-9.34168","865"
"45924","0","5"
"45925","0.3091","242"
"45926","-3.66252","951"
"45927","0.8937","858"
"45928","-4.61688","469"
"45929","-2.63752","2488"
"45930","-0.18004","381"
"45931","-3.95234","837"
"45932","-21.5883","1714"
"45933","-10.592","4912"
"45934","1.678","482"
"45935","-1.13642","1339"
