"id","qdap_value_ampl","qdap_nword"
"57514","-7.92062","1767"
"57515","5.4953","2692"
"57516","-4.72752","722"
"57517","-4.2203","1439"
"57518","-1.88064","304"
"57519","-5.54414","1398"
"57520","-16.38596","2958"
"57521","0.13958","1348"
"57522","-4.6484","792"
"57523","0.82458","796"
"57524","-5.60772","2015"
"57525","-0.90786","1148"
"57526","2.8065","621"
"57527","-1.91728","360"
"57528","-2.45528","572"
"57529","-1.1905","205"
"57530","-0.37394","275"
"57531","-8.32542","853"
"57532","-3.59696","1387"
"57533","2.0572","738"
"57534","-12.14276","4385"
"57535","-4.11918","798"
"57536","0.18706","321"
"57537","-3.8247","2305"
"57538","-2.23428","1132"
"57539","-0.9174","1221"
"57540","-6.05848","1222"
"57541","0.19246","301"
"57542","-6.60704","830"
"57543","0.64582","792"
"57544","-3.53478","491"
"57545","-7.48664","1644"
"57546","-18.1632","900"
"57547","1.36414","597"
"57548","-1.0129","567"
"57549","3.83058","2036"
