"title","number","date","keywords","link"
"MEINUNG ZEITGEIST: Das Ballern läutert","2008.20.45259","2008-05-08","Politik, MEINUNG ZEITGEIST, Jugendkriminalitaet, Kriminalitaet, Jugendkriminalitaet, Aristoteles, Jugendkriminalität, Schach, Vernichtungskrieg, Videospiel, USA, Erfurt","http://www.zeit.de/2008/20/Das_Ballern_laeutert"
"Österreich: Ab ins Camp!","2008.20.45260","2008-05-08","Politik, Österreich, Österreich, Österreich, Innenpolitik, Österreich, Aufklärung, Boris Johnson, Homöopathie, Jugendliche, Schmuck, Schule, Strafe, Strafvollzug, Volksparteien, São Paulo","http://www.zeit.de/2008/20/Donnerstalk"
"MEINUNG: Peking kann Kritik vertragen","2008.20.45261","2008-05-08","Politik, MEINUNG, Peking, IOC, China, Frieden, Lama, Plenum, Prozess, Sportfunktionär, Vereinte Nationen, Vollversammlung, Tibet, Europa","http://www.zeit.de/2008/20/Peking_kann_Kritik_vertragen"
"Gefühl mit Kalkül","2008.20.45262","2008-05-08","Politik, , David Cameron, Gordon Brown, Margaret Thatcher, Tony Blair, John Major, Alkoholismus, Benzinpreis, Boris Johnson, Iain Duncan Smith, Klimawandel, Kommunalwahl, Society, Steuerpolitik, Großbritannien, MIT","http://www.zeit.de/2008/20/Gefuehl_mit_Kalkuel"
"Serbien: So sind sie, die Serben","2008.20.45263","2008-05-13","Politik, Serbien, Radovan Karadžic, Serbien, Kosovo, Hooligan, Jugoslawien, Kriegsverbrechen, Belgrad, Europa, Serbien und Montenegro, Den Haag, Srebrenica","http://www.zeit.de/2008/20/Serbien"
"IN DER ZEIT: Köpfe der ZEIT:","2008.20.45264","2008-05-08","Politik, IN DER ZEIT, Buch, Redakteur, Reportage, Theologie, Verbrechen, Simbabwe, Amstetten, München","http://www.zeit.de/2008/20/Koepfe_der_ZEIT"
"MEINUNG HEUTE: 28.03.2008: Stoppelig","2008.20.45265","2008-05-08","Politik, MEINUNG HEUTE: 28.03.2008, Kurt Beck, Die Linke, Euro","http://www.zeit.de/2008/20/Stoppelig"
"ZEITSPIEGEL: Abenteuerurlaub","2008.20.45266","2008-05-08","Politik, ZEITSPIEGEL, Behörde, Gespräch, Karriere, Soldat, Tageszeitung, Abenteuerurlaub, Kriminalität, Rio de Janeiro","http://www.zeit.de/2008/20/Abenteuerurlaub"
"MAIL AUS: Wien","2008.20.45267","2008-05-08","Politik, MAIL AUS, Wien, Medien, Alfred Gusenbauer, Bundeskanzler, Erbe, Seele, Sozialdemokratie, Steuer, Österreich, Amstetten","http://www.zeit.de/2008/20/Wien"
"Netz gegen Nazis: Hüpfburg und Hitlergruß","2008.20.45268","2009-09-02","Politik, Netz gegen Nazis, Deutschland, Rechtsradikalismus, Nazi, Rechte Gewalt, Deutschland, Rechtsradikalismus, Nazi, NPD, Christian Worch, DDR, Punk, Rechtsextremismus, Schülerzeitung, Bayern, Erfurt, Halberstadt, Magdeburg, München, Sachsen, Thüringen","http://www.zeit.de/2008/20/Nazi-Deutschland"
"Von der grünen Henne zum Insekt","2008.20.45269","2008-05-08","Politik, , Kuenstler, Grüne, Ausstellung, Autounfall, Energie, Essen, Holz, Kabinett, Körper, Tier, Vogel, Wald, Berlin, Kärnten","http://www.zeit.de/2008/20/Von_der_gruenen_Henne_zum"
"Netz gegen Nazis: Braunes Potenzial","2008.20.45270","2008-05-13","Dossier, Netz gegen Nazis, Deutschland, Rechtsradikalismus, Nazi, Deutschland, Rechtsradikalismus, Nazi, Rechte Gewalt, NPD, Ausländer, Bevölkerung, Demokratie, Friedrich-Ebert-Stiftung, Heimat, Nationalsozialismus, Rechtsextremismus, Sozialstaat, Studie","http://www.zeit.de/2008/20/nazi-Zahlen"
"Kirche: Historische Schuld","2008.20.45271","2008-05-13","Politik, Kirche, Gesellschaft, Religion, Kirche, Gesellschaft, Religion, Kirche, Hexenverbrennung, Kirche, Katholische Kirche, Erzbischof, Euro, Gehalt, Haushalt, Opfer, Prozess, Richter, Stadt, Währung, Trier","http://www.zeit.de/2008/20/LS-Hexerverbrennung"
"Netz gegen Nazis: Hilfe und Hetze","2008.20.45272","2008-05-13","Dossier, Netz gegen Nazis, Deutschland, Rechtsradikalismus, Nazi, Deutschland, Rechtsradikalismus, Nazi, Rechte Gewalt, NPD, Arbeitsamt, Körperverletzung, Nötigung, Rechtsextremismus, Schwerin, Udo Pastörs, Mecklenburg-Vorpommern","http://www.zeit.de/2008/20/Nazi-Hartz"
