"title","number","date","keywords","link"
"Zeitgeist: Friedensarbeit 2.0","2014.7.56791","2014-02-06","Politik, Zeitgeist, Joachim Gauck, Außenpolitik, Peter Gauweiler","http://www.zeit.de/2014/07/gauck-rede-aussenpolitik"
"Viktor Janukowitsch: Er will nicht, aber er muss","2014.7.56792","2014-02-07","Politik, Viktor Janukowitsch, Europäische Union, Viktor Janukowitsch, Wladimir Putin, Protest, Ukraine, Präsident, Russland, Kiew, Maidan","http://www.zeit.de/2014/07/ukraine-janukowitsch-moeglichkeiten"
"Volksabstimmung in der Schweiz zu ","2014.7.56793","2014-02-08","Politik, Schweiz, Max Frisch, Arbeitsunfall, Arbeitsvertrag, Dialekt, Franken, Gastarbeiter, Kaffee, Kindergarten, Krankenhaus, Miete, Sprache, Twitter, Visum, Schweiz, Bern, Zürich","http://www.zeit.de/2014/07/schweiz-volksabstimmung-masseneinwanderung-max-frisch"
"Nord-Süd-Achse: Einspruch, Herr Kollege!","2014.7.56794","2014-02-06","Politik, Nord-Süd-Achse, Schweiz, Arbeit, Bundesrat, Einkommen, Mehrwertsteuer, Mindestlohn, Steuer, Steuerbelastung, Volksbegehren, Arbeitsmarkt, Finanzminister, Verfassung","http://www.zeit.de/2014/07/schweiz-nord-sued-achse-steuern"
"Donnerstalk: Sekt oder Selters","2014.7.56795","2014-02-06","Politik, Donnerstalk, Österreich, Wien","http://www.zeit.de/2014/07/donnerstalk-steuer"
"Schwarz-Grün in Thüringen?","2014.7.56796","2014-02-10","Politik, Thüringen, Grüne, Mike Mohring, SPD, CSU, CDU, Omid Nouripour, Bodo Ramelow, Landtag, Einwanderung, Thüringen, Berlin, Hessen","http://www.zeit.de/2014/07/thueringen-cdu-gruene-mike-mohring-anja-siegesmund"
"Gauck gegen Merkel: Schön unangenehm","2014.7.56797","2014-02-06","Politik, Gauck gegen Merkel, Außenpolitik, Angela Merkel, Europäische Union, Guido Westerwelle, Ursula von der Leyen, Außenminister, Bundespräsident, Debatte","http://www.zeit.de/2014/07/deutsche-aussenpolitik-gauck-merkel"
"Andrea Nahles: Fast ganz oben","2014.7.56798","2014-02-06","Politik, Andrea Nahles, Andrea Nahles, SPD, Arbeitsministerium, Rentenreform, Betriebsrente","http://www.zeit.de/2014/07/andrea-nahles-portraet"
"David McAllister: Ein Mann auf Umwegen","2014.7.56799","2014-02-12","Politik, David McAllister, David McAllister, Angela Merkel, CDU, Europaparlament, Europa","http://www.zeit.de/2014/07/david-mcallister-europaparlament"
"Ex-Bildungsministerin: Schavans Belohnung","2014.7.56800","2014-02-06","Politik, Ex-Bildungsministerin, Annette Schavan, Vatikan, Benedikt XVI, Katholische Kirche, Bundestag, Dissertation, Doktorarbeit, Doktortitel","http://www.zeit.de/2014/07/annette-schavan-vatikan"
