"id","qdap_value_ampl","qdap_nword"
"50254","-1.51278","474"
"50255","-2.35898","1175"
"50256","-0.15318","1360"
"50257","-3.00066","1114"
"50258","-1.9649","2246"
"50259","-4.38322","1119"
"50260","0.4584","248"
"50261","-1.5878","1569"
"50262","-4.74114","608"
"50263","-15.91722","5658"
"50264","-0.84708","703"
"50265","-3.13604","1567"
"50266","-0.28908","408"
"50267","-3.63632","754"
"50268","-8.39954","995"
"50269","-6.98498","1224"
"50270","-2.91382","2815"
"50271","-3.86882","701"
"50272","-12.8428","1959"
"50273","-8.98054","1581"
"50274","-15.55686","1632"
"50275","-2.73962","476"
"50276","-2.32532","810"
