"id","qdap_value_ampl","qdap_nword"
"26571","-1.35994","272"
"26572","-0.20272","283"
"26573","-11.14944","1421"
"26574","-0.0144000000000002","444"
"26575","-7.20082","1680"
"26576","-8.26044","479"
"26577","-1.4044","382"
"26578","-9.2968","1321"
"26579","-6.82052","535"
"26580","-7.6317","2401"
"26581","-7.51778","1330"
"26582","-17.30794","4640"
"26583","-4.8175","825"
"26584","-4.85776","911"
"26585","-2.155","2358"
"26586","-4.05776","1165"
"26587","-9.19552","1398"
"26588","-5.08088","931"
"26589","4.36676","1093"
"26590","0.2717","1506"
"26591","-12.7696","1119"
"26592","-1.74596","416"
"26593","-8.67148","1013"
"26594","-1.176","168"
"26595","-0.16322","2155"
"26596","-1.84342","419"
"26597","-2.35454","411"
"26598","0.751","146"
"26599","-6.59958","1043"
"26600","2.584","379"
"26601","-0.8967","131"
"26602","0.7636","129"
"26603","-2.18586","470"
"26604","-4.4922","1577"
