"id","qdap_value_ampl","qdap_nword"
"39925","-2.07628","686"
"39926","-8.60796","1158"
"39927","-5.62982","1533"
"39928","-2.85876","638"
"39929","-4.60758","612"
"39930","-0.83084","666"
"39931","-3.56642","1038"
"39932","-3.54694","847"
"39933","-7.15468","1417"
"39934","-3.76202","440"
"39935","-7.66396","1439"
"39936","-1.1245","930"
"39937","-4.37746","688"
"39938","-11.8777","2526"
"39939","NaN","2965"
"39940","-4.31542","761"
"39941","0.88688","743"
"39942","2.30378","853"
"39943","-1.24782","353"
"39944","-3.20926","288"
"39945","-7.70222","915"
"39946","1.8546","351"
"39947","-0.43306","456"
"39948","-5.56194","1400"
"39949","-0.77174","691"
"39950","-4.60398","841"
"39951","-5.771","1048"
"39952","-1.68118","613"
"39953","-10.79674","2718"
"39954","-0.1019","624"
"39955","-1.019","34"
"39956","0.1044","128"
"39957","-0.79326","595"
"39958","-8.55986","751"
"39959","-1.92014","1596"
"39960","-2.5027","297"
"39961","1.0648","303"
"39962","0.008","68"
"39963","3.0971","1439"
"39964","-2.15822","317"
"39965","-2.69698","642"
"39966","-1.84132","1358"
"39967","-1.53476","1226"
"39968","-0.45188","2547"
"39969","-5.38956","730"
"39970","-4.79394","1269"
"39971","-5.0479","922"
"39972","-1.65194","541"
"39973","-0.9571","145"
"39974","-1.9703","301"
"39975","-0.16278","180"
"39976","-2.97468","1327"
"39977","-5.3973","534"
"39978","-2.2735","1444"
"39979","-3.75734","803"
"39980","-0.22142","876"
"39981","-2.8456","245"
"39982","1.33276","181"
