"title","number","date","keywords","link"
"Beleidigt","2002.25.27775","2002-06-13","Politik, , Boris Beresowskij, Medien, ARTE, Reportage, Sender, Hauptstadt, Herbst, Berlin, Moskau, Paris, Rhein","http://www.zeit.de/2002/25/Beleidigt"
"Die vollkommene Leere","2002.25.27776","2002-06-13","Politik, , Liberalismus, Guido Westerwelle, Ralf Dahrendorf, FDP, Marion Gräfin Dönhoff, Hans-Dietrich Genscher, Helmut Kohl, Otto Graf Lambsdorff, Demokratie, Franz Walter, Liberalismus, Volksparteien, Berlin, Frankfurt an der Oder, Wien","http://www.zeit.de/2002/25/Die_vollkommene_Leere"
"Vernünftig, vernünftig","2002.25.27777","2002-06-13","Politik, , Jacques Chirac, Jean-Pierre Raffarin, Brand, Katastrophe, Natur, Opposition, Premierminister, Reform, Schicksal, Frankreich, Geld, Regierung, Wahl","http://www.zeit.de/2002/25/Vernuenftig_vernuenftig"
"Arafat - in Trümmern","2002.25.27778","2002-06-13","Politik, , Nahost, Jassir Arafat, George W.  Bush, Ariel Scharon, PLO, Gründung, Israel, Korruption, Palästinenser, Präsidentschaft, Jassir Arafat, Camp David, Europa, Washington D.C","http://www.zeit.de/2002/25/Arafat_-_in_Truemmern"
"Der Stellvertreter-Krieg","2002.25.27779","2002-06-13","Politik, , Jürgen Möllemann, Jamal Karsli, Israel, DAG, Kibbuz, Libanon, Saudi Arabien, Berlin, Kuwait, Mauretanien, München","http://www.zeit.de/2002/25/Der_Stellvertreter-Krieg"
"Gysis Traum","2002.25.27780","2002-06-13","Politik, , Gregor Gysi, Traum, SED, Sozialpolitik, Arbeit, Behörde, DDR, Euro, Kapitalismus, Osteuropa","http://www.zeit.de/2002/25/Gysis_Traum"
"Opferschutz","2002.25.27781","2002-06-13","Politik, , Grüne, SPD, FDP, Archiv, Bundesrat, Bundestag, Grundrecht, Innenminister, Opfer, Selbstbestimmung, Stasi, Widerstand, Karlsruhe","http://www.zeit.de/2002/25/Opferschutz"
"Wilde Vertreibung","2002.25.27782","2002-06-13","Politik, , Aggression, Alliierte, Edvard Beneš, Enteignung, Exil, Minderheit, Vertreibung, Opfer, Präsident, Republik, Ungarn, Bratislava, Prag","http://www.zeit.de/2002/25/Wilde_Vertreibung"
"Alles wird besser, nichts wird gut","2002.25.27783","2002-06-13","Politik, , Gerhard Schröder, Bildung, Bundeskanzler, Geld, Hauptstadt, Munition, Reform, Rudolf Lange, Schule, Studiengebühr, Therapie, Umfrage, Universität, Hamburg, Nordrhein-Westfalen","http://www.zeit.de/2002/25/Alles_wird_besser_nichts_wird_gut"
"Gesucht: Europas neue Regierung","2002.25.27784","2002-06-13","Politik, , Romano Prodi, Jacques Chirac, Jacques Delors, Javier Solana, Anna Diamantopoulou, EU-Botschafter, EU-Gipfel, Karel van Miert, Europa, Brüssel, Nizza, Sevilla","http://www.zeit.de/2002/25/Gesucht_Europas_neue_Regierung"
"Linksaußen spielte ich nie","2002.25.27785","2002-06-13","Politik, , Gerhard Schröder, SPD, Europäische Union, Antisemitismus, Beziehung, Bundespräsident, Diskriminierung, Fremdenfeindlichkeit, Rassismus, Rente, Sonderparteitag, Steuerreform, Vertrauensfrage, Israel","http://www.zeit.de/2002/25/Linksaussen_spielte_ich_nie"
