"id","qdap_value_ampl","qdap_nword"
"57311","2.51458","383"
"57312","-4.9155","1158"
"57313","-3.78274","1453"
"57314","3.3976","306"
"57315","-3.1914","761"
"57316","-0.52628","941"
"57317","0.61286","359"
"57318","-1.17218","783"
"57319","-6.52596","786"
"57320","-1.39182","887"
"57321","1.2615","205"
"57322","0.26498","4356"
"57323","-2.0003","829"
"57324","-0.2982","1529"
"57325","-10.28166","1104"
"57326","-2.82326","2661"
"57327","1.23748","876"
"57328","-2.32274","530"
"57329","2.6507","699"
"57330","-1.1046","207"
"57331","0.0552","345"
"57332","-6.82102","3189"
"57333","-10.91998","1195"
"57334","0.8909","351"
"57335","-1.76552","576"
"57336","-0.8475","184"
"57337","-3.5557","451"
"57338","-7.96742","1260"
"57339","1.18414","1205"
"57340","-0.63124","331"
"57341","-5.2139","1910"
"57342","1.20398","1366"
"57343","-8.48714","1724"
"57344","-4.92262","1319"
