"id","Inflation","InflationMutationen"
"29576","0","0"
"29577","0","0"
"29578","0","0"
"29579","0","0"
"29580","0","0"
"29581","0","0"
"29582","0","0"
"29583","0","0"
"29584","0","0"
"29585","0","0"
"29586","0","0"
"29587","0","0"
"29588","0","0"
"29589","0","0"
"29590","0","0"
"29591","1","1"
"29592","0","0"
"29593","0","0"
"29594","0","0"
"29595","0","0"
"29596","0","0"
"29597","0","0"
"29598","0","0"
"29599","0","0"
"29600","0","0"
"29601","0","0"
"29602","0","0"
"29603","0","0"
"29604","1","1"
"29605","0","0"
"29606","0","0"
"29607","0","0"
"29608","0","0"
"29609","0","0"
"29610","0","0"
"29611","0","0"
"29612","0","0"
"29613","0","0"
"29614","0","0"
"29615","1","1"
"29616","0","0"
"29617","0","0"
"29618","0","0"
"29619","0","0"
