"id","qdap_value_ampl","qdap_nword"
"51571","-0.7491","591"
"51572","0.12564","1558"
"51573","-1.14302","1410"
"51574","-2.43838","1139"
"51575","-2.22712","1551"
"51576","2.16924","4218"
"51577","-2.57844","927"
"51578","0.47016","808"
"51579","-4.64264","1965"
"51580","0.7538","1419"
"51581","1.20506","647"
"51582","-4.15404","1248"
"51583","0.59908","1471"
"51584","3.50722","1343"
"51585","-0.19082","618"
"51586","0.6659","994"
"51587","-0.5466","1178"
"51588","-5.44366","1253"
"51589","0.3295","460"
"51590","-2.8979","843"
"51591","-8.25194","1166"
"51592","-1.88548","548"
"51593","-2.1049","757"
"51594","-3.38132","1176"
"51595","-0.84698","320"
"51596","-0.527","714"
"51597","-0.0106000000000001","286"
"51598","-0.27614","1458"
"51599","-9.36366","947"
"51600","-2.53474","431"
"51601","-6.35862","1090"
"51602","-2.02124","653"
"51603","-1.56756","1399"
"51604","0.44808","2459"
"51605","-0.28016","1896"
