"title","number","date","keywords","link"
"Ostkurve: Rotmützen!","2014.51.188","2014-12-11","Politik, Ostkurve, DFB, Amazon, Dorf, Fluss, Roman, Erfurt","http://www.zeit.de/2014/51/ostkurve-rotmuetzen"
"Zeitgeist: Öl-Imperialismus","2014.51.189","2014-12-11","Politik, Zeitgeist, Russland, Wladimir Putin, Freihandel, Nationalismus, Rechtsstaat, Ölpreis","http://www.zeit.de/2014/51/putin-oel-imperialismus-westen"
"Pegida: Stolz und Vorurteil","2014.51.190","2014-12-11","Politik, Pegida, Islamfeindlichkeit, Dresden, Pegida, Hooligan","http://www.zeit.de/2014/51/pegida-dresden-buergerproteste-muslime"
"Thüringen: House of Cards Erfurt","2014.51.191","2014-12-11","Politik, Thüringen, Bodo Ramelow, Christoph Matschie, Mike Mohring, CDU, Christine Lieberknecht, Dagmar Schipanski, Erfurt, Matthias Machnig, SPD, Thüringen, Washington D.C","http://www.zeit.de/2014/51/thueringen-regierung-kabinett"
"Steinmeier zur Russland-Politik: Tief im Osten, weit voraus","2014.51.192","2014-12-11","Politik, Steinmeier zur Russland-Politik, Frank Walter Steinmeier, Ukraine, Krieg, Europa, Russland","http://www.zeit.de/2014/51/frank-walter-steinmeier-russland-rede"
"Xi Jinping: Fang den Tiger","2014.51.193","2014-12-12","Politik, Xi Jinping, Xi Jinping, China","http://www.zeit.de/2014/51/xi-jinping-macht-praesident-china"
"Österreich: Hohle Marke","2014.51.194","2014-12-11","Politik, Österreich, Bundesregierung, Johann Strauss, FPÖ, Österreich, Conchita Wurst, Hans Krankl, Schweiz, Alpen, Wien","http://www.zeit.de/2014/51/oesterreich-kampagne-kitsch"
"Ukraine: Die Kanzlerin muss Putin ein Angebot machen!","2014.51.195","2014-12-11","Politik, Ukraine, Angela Merkel, Europa, OSZE, Horst Teltschik, Russland, Wladimir Putin, Ukraine, Antje Vollmer, Bundesregierung, Europäische Union, Grüne, Helmut Kohl, Nato, Bundeskanzleramt, Beziehung, EU-Kommissionspräsident, Freihandelsabkommen, Krieg, Ruprecht Polenz, Sanktion, Sicherheitskonferenz, China, Wladimir Putin, Tschetschenien, Berlin, Krim","http://www.zeit.de/2014/51/ukraine-russland-krise-horst-teltschik"
"Ukraine: Vorsicht, Geschichte","2014.51.196","2014-12-11","Politik, Ukraine, Europa, Geschichte, Russland, Adolf Hitler, Angela Merkel, Europäische Union, Wladimir Putin, Friedrich Nietzsche, Hitler-Stalin-Pakt, Sanktion, Stalinismus, Ukraine, Polen, Sowjetunion, Moskau, Osteuropa, Stalingrad, Warschau","http://www.zeit.de/2014/51/ukraine-konflikt-geschichte-russland"
"Klaus Wowereit: Ach, so hart war das gar nicht","2014.51.197","2014-12-11","Politik, Klaus Wowereit, Klaus Wowereit, Berlin, SPD, Flughafen, Michael Müller, Gentrifizierung, Thilo Sarrazin, Edmund Stoiber, FDP, Roland Koch, Abgeordnetenhaus, Tempelhof, Moskau, Paris, Schönefeld","http://www.zeit.de/2014/51/klaus-wowereit-rueckblick-buergermeister"
