"id","qdap_value_ampl","qdap_nword"
"47687","0","10"
"47688","-0.369","29"
"47689","0","3"
"47690","0","3"
"47691","0","3"
"47692","0.46066","406"
"47693","-3.1145","835"
"47694","-0.6366","28"
"47695","-1.28394","282"
"47696","-4.6947","1033"
"47697","-4.6041","524"
"47698","-0.38386","1393"
"47699","-3.84006","2171"
"47700","6.60262","3082"
"47701","1.44744","2320"
"47702","17.37358","2956"
"47703","-0.1975","21"
"47704","0.6714","29"
"47705","0","4"
"47706","0","7"
"47707","0","4"
"47708","0.004","10"
"47709","0","4"
"47710","0","6"
"47711","0","6"
"47712","-0.4004","829"
"47713","-0.1968","34"
"47714","-1.0937","30"
"47715","1.24688","708"
"47716","-2.239","444"
"47717","-0.5017","28"
"47718","0","6"
"47719","-0.45106","191"
"47720","0","29"
"47721","0","6"
"47722","-0.696","72"
"47723","0.8675","166"
"47724","0.9744","155"
"47725","-0.000799999999999999","45"
"47726","-0.3319","578"
"47727","0.146","28"
"47728","0","6"
"47729","0.0277","27"
"47730","0","4"
"47731","0","31"
"47732","-0.8812","411"
"47733","0","4"
"47734","0.004","24"
"47735","-1.4386","32"
"47736","0","27"
"47737","-7.49742","1271"
"47738","-3.3229","395"
"47739","6.88126","913"
"47740","-0.185","95"
"47741","-0.77786","421"
"47742","0","4"
"47743","-0.0608999999999999","221"
"47744","-0.8906","340"
"47745","-14.70896","1928"
"47746","-6.97102","1671"
"47747","-0.54316","918"
"47748","0.38576","837"
"47749","3.22866","4147"
"47750","0.23996","1802"
"47751","-0.61432","1290"
"47752","3.88692","1567"
"47753","0.79882","487"
"47754","2.03692","1605"
"47755","1.3777","222"
"47756","-5.97172","1100"
"47757","2.4463","799"
"47758","-7.012","735"
"47759","1.74028","1369"
"47760","1.35498","751"
"47761","1.6391","374"
"47762","-1.0311","348"
"47763","-0.5618","433"
"47764","-3.4741","527"
"47765","0.008","56"
"47766","-0.26916","145"
"47767","0.6044","164"
"47768","0.2084","386"
"47769","0.41682","210"
"47770","-0.98734","681"
"47771","-0.5567","52"
"47772","-1.21316","379"
"47773","0.2452","18"
"47774","-2.51698","294"
"47775","-2.85914","1032"
"47776","4.39648","1654"
"47777","0.008","29"
"47778","-4.77636","1488"
"47779","-2.4973","1653"
"47780","-5.09856","1631"
"47781","1.8175","1078"
"47782","-11.33496","2476"
"47783","-5.59118","1483"
"47784","0","5"
"47785","-0.000799999999999999","118"
"47786","-0.31872","143"
"47787","-8.356","393"
"47788","-3.72646","285"
"47789","-2.29958","221"
"47790","-3.48904","873"
"47791","-2.76726","1055"
"47792","-5.2458","831"
"47793","-1.59704","153"
"47794","-0.1052","181"
"47795","-3.02386","351"
