"id","qdap_value_ampl","qdap_nword"
"46527","0","4"
"46528","0","4"
"46529","-1.26308","688"
"46530","-1.0278","90"
"46531","-5.4459","719"
"46532","0.50694","367"
"46533","-0.6327","527"
"46534","-3.5376","635"
"46535","0.7681","242"
"46536","2.35216","239"
"46537","-0.5508","35"
"46538","0","29"
"46539","0","23"
"46540","-0.2008","65"
"46541","-0.2018","43"
"46542","1.8","123"
"46543","-3.90752","388"
"46544","0","6"
"46545","0","20"
"46546","0.016","65"
"46547","0","25"
"46548","0.3568","131"
"46549","-1.7593","595"
"46550","-2.958","350"
"46551","-1.1272","316"
"46552","0","27"
"46553","0.2053","77"
"46554","0","26"
"46555","-0.12014","562"
"46556","0.494","27"
"46557","1.88596","2230"
"46558","0","27"
"46559","-0.9276","179"
"46560","0","8"
"46561","-2.22194","732"
"46562","-0.51","37"
"46563","0.11254","190"
"46564","-11.04422","4745"
"46565","-5.49466","817"
"46566","2.7199","1621"
"46567","-1.1974","504"
"46568","-3.4959","1191"
"46569","-3.45592","1512"
"46570","-1.12398","230"
"46571","-1.2129","550"
"46572","-7.88452","1082"
"46573","-1.1247","230"
"46574","0.0728","108"
"46575","-16.62546","2174"
"46576","0.004","18"
"46577","-10.84984","1097"
"46578","1.1844","792"
"46579","-4.18744","767"
"46580","-5.00444","625"
"46581","-4.71332","1731"
"46582","-3.65076","1339"
"46583","-6.4376","1436"
"46584","-3.24642","887"
"46585","0.557","704"
"46586","0","4"
"46587","-0.9796","56"
"46588","-1.0778","1798"
"46589","-3.7767","977"
"46590","-1.58896","941"
"46591","-0.3443","31"
"46592","0.8125","259"
"46593","-1.07946","350"
"46594","0.24454","202"
"46595","-1.62908","1141"
"46596","0.3376","109"
"46597","-0.31956","182"
"46598","-0.75084","1018"
"46599","0","5"
"46600","0.98814","965"
"46601","-2.9399","910"
"46602","-3.36616","1240"
"46603","-1.61192","2844"
"46604","-8.69276","1886"
"46605","-2.48056","1033"
"46606","-4.8653","940"
"46607","-7.88564","1413"
"46608","-1.88112","1381"
"46609","-3.45014","577"
"46610","-3.41008","428"
"46611","0.94838","1020"
"46612","-2.2611","960"
"46613","-2.9537","1207"
"46614","-9.07816","1078"
"46615","-4.1091","466"
"46616","-6.61322","1462"
"46617","-1.4616","1252"
"46618","1.82182","324"
