"title","number","date","keywords","link"
"Österreich: »Wir produzieren eine Unterschicht«","2007.49.44009","2007-11-28","Politik, Österreich, Österreich, Bildung, Österreich, Bildung, Schule","http://www.zeit.de/2007/49/Gesamtschule"
"Österreich: Kultur für alle","2007.49.44010","2007-11-28","Politik, Österreich, Österreich, Österreich, Innenpolitik","http://www.zeit.de/2007/49/Donnerstalk"
"EU: Erste Hilfe für Europa","2007.49.44011","2007-11-29","Politik, EU, Politik, Internationale_Beziehungen, EU, Politik, Internationale_Beziehungen, EU, Weltinnenpolitik","http://www.zeit.de/2007/49/Europa"
"Familienpolitik: Ministerin an der Grenze","2007.49.44012","2007-12-02","Politik, Familienpolitik, Politik, Politik, Familienpolitik","http://www.zeit.de/2007/49/Ursula-von-der-Leyen"
"Österreich: Wege aus dem Unglück","2007.49.44013","2007-11-28","Politik, Österreich, Österreich, Innenpolitik, Koalition, Österreich, Innenpolitik, Koalition, Regierung","http://www.zeit.de/2007/49/Regierung"
"Türkei: Staatsfeinde Q, W, X","2007.49.44014","2007-11-29","Politik, Türkei, Türkei, Kurden, Türkei, Kurden, Kurdenkonflikt","http://www.zeit.de/2007/49/Kurdengebiet"
"Russland: Generation Putin","2007.49.44015","2007-11-28","Politik, Russland","http://www.zeit.de/2007/49/Generation-Putin"
"Luftfahrt: Die Jünger von Tempelhof","2007.49.44016","2007-11-29","Politik, Luftfahrt, Transport_und_Verkehr, Flughafen, Berlin, Transport_und_Verkehr, Flughafen, Berlin, Fluglärm","http://www.zeit.de/2007/49/LS-Tempelhof"
"Innere Sicherheit: Aus der Balance","2007.49.44017","2007-11-28","Politik, Innere Sicherheit, Politik, Innenpolitik, Innere_sicherheit, Politik, Innenpolitik, Innere_sicherheit, Terrorbekaempfung","http://www.zeit.de/2007/49/Schaeuble-Antwort"
"Nahostkonferenz: Schurkenstaat wird stubenrein","2007.49.44018","2008-02-05","Politik, Nahostkonferenz","http://www.zeit.de/2007/49/Annapolis"
"Marion Dönhoff Preis 2007: Göttlicher Quälgeist","2007.49.44019","2007-12-03","Politik, Marion Dönhoff Preis 2007, Südafrika, Apartheid, *Desmond Tutu*, Südafrika, Apartheid, *Desmond Tutu*, Marion Dönhoff Preis","http://www.zeit.de/2007/49/Tutu"
"FDP: FDP ja, Westerwelle – na ja","2007.49.44020","2008-02-05","Politik, FDP, Politik, Innenpolitik, Partei, Politik, Innenpolitik, Partei, FDP","http://www.zeit.de/2007/49/FDP"
"Nachkriegszeit: Von Hitler zu Adenauer","2007.49.44021","2007-11-28","Zeitl?ufte, Nachkriegszeit, Politik, Internationale_Beziehungen, Politik, Internationale_Beziehungen, Voelkerrecht","http://www.zeit.de/2007/49/A-Juristenprozess"
"Sterbehilfe: »Dann verliert er die Lust zu atmen«","2007.49.44022","2007-11-29","Politik, Sterbehilfe, Ethik, Sterbehilfe, Tod, Ethik, Sterbehilfe, Tod, Hospiz","http://www.zeit.de/2007/49/Sterbehilfe"
"CDU: Unbegreiflich stark","2007.49.44023","2008-02-05","Politik, CDU, Politik, Innenpolitik, Partei, Politik, Innenpolitik, Partei, CDU","http://www.zeit.de/2007/49/01-Buergertum"
"Stadtoberhaupt: Die Stadt bin ich","2007.49.44024","2008-02-05","Politik, Stadtoberhaupt","http://www.zeit.de/2007/49/LS-Erwin"
"USA: Danke, Dollar!","2007.49.44025","2008-02-05","Politik, USA, Wirtschaft, USA, Internationale_Wirtschaftsbeziehungen, Wirtschaft, USA, Internationale_Wirtschaftsbeziehungen, Waehrungspolitik","http://www.zeit.de/2007/49/01-Amerika"
"Porträt: Ikone der Vergeblichkeit","2007.49.44026","2008-02-05","Politik, Porträt","http://www.zeit.de/2007/49/Condoleezza-Rice"
"CDU: Mit fremden Federn geschmückt","2007.49.44027","2007-11-28","Politik, CDU, Politik, Innenpolitik, Partei, Politik, Innenpolitik, Partei, CDU","http://www.zeit.de/2007/49/CDU-Erfolg"
"Abgeltungsteuer: Große und kleine Fluchten","2007.49.44028","2007-12-10","Wirtschaft, Abgeltungsteuer, Wirtschaft, Finanzen, Geld_und_Boerse, Steuern, Wirtschaft, Finanzen, Geld_und_Boerse, Steuern, Abgeltungsteuer","http://www.zeit.de/2007/49/GS-Abgeltungsteuer"
"Geldanlage: Beratung nach Schema F","2007.49.44029","2007-11-28","Wirtschaft, Geldanlage, Geldanlage, Geldanlage, Banken","http://www.zeit.de/2007/49/GS-Aufmacher"
"Dieselrussfilter: Filter-Gau","2007.49.44030","2007-11-28","Wirtschaft, Dieselrussfilter, Wirtschaftspolitik, Steuern, Dieselfahrzeuge, Rußfilter, Wirtschaftspolitik, Steuern, Dieselfahrzeuge, Rußfilter, Klimaschutz","http://www.zeit.de/2007/49/Dieselabgabe"
"Klimakonferenz: Macht und Ohnmacht","2007.49.44031","2007-12-03","Wirtschaft, Klimakonferenz, Umweltpolitik, Klimakonferenz, Klimawandel, Umweltpolitik, Klimakonferenz, Klimawandel, Klimagipfel","http://www.zeit.de/2007/49/USA-Malediven"
"Konjunktur: Trübe Aussichten","2007.49.44032","2008-02-05","Wirtschaft, Konjunktur, Konjunktur, Finanzmärkte, Konjunktur, Finanzmärkte, Weltwirtschaft","http://www.zeit.de/2007/49/Weltkonjunktur-kleiner-vorspann"
