"title","number","date","keywords","link"
"Loyal, aber mit Mühe","1999.4.19713","1899-12-31","Politik, , Religion, Kirche, Katholisch, Vatikan, Schwangerschaftsberatung, Papst, Portrait, Kontroverse, Sozialstaat, Gesellschaft_und_soziales_Leben, Gesellschaft, Religion, Kirche, Katholisch, Vatikan, Schwangerschaftsberatung, Papst, Portrait, Kontroverse, Sozialstaat, Gesellschaft und soziales Leben, Karl Lehmann, Katholische Kirche, Debatte, Diözese, Drama, Karl Rahner, Theologie, Vatikan, Vollversammlung, MIT, USA, Freiburg, Köln, Mainz, Rom","http://www.zeit.de/1999/04/199904.lehmann_.xml"
"Kernschmelze am Kamin","1999.4.19714","1899-12-31","Politik, , Kernenergie, Alternative_energie, Endlager, Atommuell, Gorleben, Atompolitik, Kernenergie, Energie und Rohstoff, Endlager, Atommüll, Gorleben, Jürgen Trittin, Gerhard Schröder, Bundesregierung, Werner Müller, Atomenergie, Atommüll, Bundestag, Umweltministerium, England, Frankreich, Bonn, London, Paris, Stade","http://www.zeit.de/1999/04/199904.atom_ii_.xml"
"Worte der Woche","1999.4.19715","1899-12-31","Politik, , CDU, Edmund Stoiber, OSZE, Abdullah Öcalan, Arbeit, Außenminister, EU-Kommissionspräsident, Geschichte, Jacques Santer, Ministerpräsident, PDS, Staatsbürgerschaft, Viktor Tschernomyrdin, Wahl, Kosovo, Bayern, Berlin","http://www.zeit.de/1999/04/199904.wowos_zsp.4_.xml"
"Wirtschaftsgrafik","1999.4.19716","1899-12-31","Politik, , Niederlande, Belgien, Irland","http://www.zeit.de/1999/04/199904.wochengraphik_.xml"
"Wird Oskar nun doch Papst?","1999.4.19717","1899-12-31","Politik, , Internationale_Beziehungen, Aussenpolitik, EU, Europapolitik, Regierung, Partei, Volksentscheid, Verfassung, Wahlsieg, Macht, Internationale Beziehungen, Außenpolitik, EU, Europapolitik, Regierung, Partei, Volksentscheid, Verfassung, Wahlsieg, Tony Blair, Oskar Lafontaine, Romano Prodi, Oskar Lafontaine, Javier Solana, Christentum, John Prescott, Premierminister, Vatikan, Großbritannien, Brüssel, Europa, Mailand, Saarland, Washington D.C","http://www.zeit.de/1999/04/199904.tribuene_-_birnb.xml"
"Aus Fischers Rede","1999.4.19718","2007-11-01","Politik, , Fische, Europäische Union, Bundesregierung, Demokratie, Globalisierung, Krieg, Realismus, Reform, Verfassung, Europa, Amsterdam, Brüssel, Maastricht, Osteuropa, Westeuropa","http://www.zeit.de/1999/04/Aus_Fischers_Rede"
"Wider die Weltverbesserer","1999.4.19719","1899-12-31","Politik, , Energiepolitik, Alternative_energie, Sicherheit, Atompolitik, Atomkraftwerk, Atomenergie, Strommarkt, Strom, Fossile_energie, Erdoel, Energiepolitik, Energie und Rohstoff, Sicherheit, Atompolitik, Atomkraftwerk, Atomenergie, Strommarkt, Strom, Fossile Energie, Brennelement, CO2, Kernkraftwerk, Kohlendioxid, Reaktor, Stromversorgung, Gorleben, Tschernobyl","http://www.zeit.de/1999/04/199904.papier-atomkonse.xml"
"Vor 50 Jahren: Juwelenduelle <U+0096> einst und jetzt","1999.4.19720","1899-12-31","Politik, , Marlene Dietrich, Casino, Edelstein, Schönheit, Wilhelm II., Belgien, Österreich, Nizza, Paris","http://www.zeit.de/1999/04/199904.vor50j.b4ec.xml"
"Mut durch Sicherheit","1999.4.19721","1899-12-31","Politik, , Sozialstaat, Arbeit, Sozialdemokratie, Regierung, Reform, Medizin, Gesundheitspolitik, Gesellschaft_und_soziales_Leben, Gesellschaft, Generation, Familie_und_Partnerschaft, Sozialstaat, Arbeit und Sozialstaat, Sozialdemokratie, Regierung, Reform, Medizin, Gesundheitspolitik, Gesellschaft und soziales Leben, Gesellschaft, Generation, Tony Blair, Debatte, Management, Reform, Unternehmen, Schweden, Europa","http://www.zeit.de/1999/04/199904.persson__wortlau.xml"
"Vom Norden lernen?","1999.4.19722","1899-12-31","Politik, , Sozialstaat, Arbeitsmarkt, Arbeit, Regierung, Reform, Strukturwandel, Gewerkschaft, Sozialdemokratie, Innenpolitik, Sozialpartner, Sozialstaat, Arbeitsmarkt, Arbeit und Sozialstaat, Regierung, Reform, Strukturwandel, Gewerkschaft, Sozialdemokratie, Innenpolitik, Göran Persson, Tony Blair, Die Linke, BMW, Schweden, Cholera, Debatte, Eishockey, Minderheitsregierung, Vollbeschäftigung, Wahlkampf, Wohlfahrtsstaat, Bonn, Europa, London, Stockholm, Washington D.C","http://www.zeit.de/1999/04/199904.wohlfahrtsstaat_.xml"
