"id","qdap_value_ampl","qdap_nword"
"31361","-3.83718","676"
"31362","-0.733","46"
"31363","-13.1797","1756"
"31364","-14.1967","1789"
"31365","-12.43002","2513"
"31366","-1.1431","560"
"31367","-1.3399","205"
"31368","-7.10714","1100"
"31369","1.3746","733"
"31370","-1.4105","326"
"31371","-3.91952","336"
"31372","-6.69968","1023"
"31373","-0.7727","645"
"31374","-1.13244","633"
"31375","-7.0944","827"
"31376","-2.29558","587"
"31377","-2.9742","761"
"31378","-5.7748","1175"
"31379","-4.27646","441"
"31380","-0.00611999999999986","1127"
"31381","-4.72412","1443"
"31382","-0.26442","201"
"31383","-3.1457","483"
"31384","0.76852","382"
"31385","-1.1062","273"
"31386","1.0163","363"
"31387","-5.97708","614"
"31388","-2.88444","776"
"31389","0.77576","1031"
"31390","-4.8654","717"
"31391","-13.96416","2421"
"31392","-2.45154","673"
"31393","-0.4232","330"
"31394","-7.265","604"
"31395","-7.94024","641"
"31396","-36.59978","4615"
"31397","-6.361","494"
"31398","-0.936","356"
"31399","0.9214","567"
"31400","-14.65618","1295"
"31401","-6.4173","2115"
"31402","0.0521000000000001","140"
"31403","-3.88404","725"
"31404","-0.55728","2231"
"31405","-2.097","244"
"31406","0.4079","276"
"31407","-0.80368","370"
"31408","-6.31484","1086"
"31409","0.64502","1220"
"31410","1.72072","1851"
"31411","1.0108","182"
"31412","-0.85436","1414"
"31413","-0.1696","181"
"31414","-4.29158","1105"
"31415","-4.03888","884"
"31416","-1.8126","1128"
"31417","-7.5845","1554"
"31418","0.3592","193"
"31419","-0.43876","709"
"31420","-0.16756","681"
"31421","-5.243","1371"
"31422","-0.50088","190"
