"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"51201","-3.5229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51202","-6.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51203","3.3563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51204","-4.1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51205","-0.8769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51206","-0.9973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51207","-6.2384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51208","1.1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51209","0.0794000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51210","7.5364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51211","1.5405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51212","0.1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51213","-10.2585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51214","-14.4747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51215","1.3957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51216","-5.2521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51217","-3.5034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51218","-1.453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51219","-4.2932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51220","-6.2921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51221","-11.3047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51222","-1.0446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51223","-2.4461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51224","-2.4645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51225","0.758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51226","1.0525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51227","-8.8475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51228","-4.8948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51229","1.8064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51230","-4.9666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
