"title","number","date","keywords","link"
"Liberalismus: Grüne Freiheitskämpfer","2011.23.52103","2011-06-05","Politik, Liberalismus, Gruene, Liberalismus, Politik, FDP, Grüne, John Locke, Kohlendioxid, Verbraucherschutz","http://www.zeit.de/2011/23/Tugendstaat"
"Bundeswehr: Sie sind jung und brauchen das Geld","2011.23.52104","2011-06-05","Politik, Bundeswehr, Soldat, Bundeswehr, Wehrpflicht, Verteidigungsministerium, Afghanistan, Ausbildungsplatz, Auslandseinsatz, Bundeswehr, Bundeswehrreform, DDR, Führerschein, Praktikum, Wehrdienst, Wehrpflicht, Kosovo, Bayern, Hannover","http://www.zeit.de/2011/23/Bundeswehr-Rekrutierung"
"Italien: Gibt es eine Mafia-Partei?","2011.23.52105","2011-06-03","Politik, Italien, Organisierte_kriminalitaet, Italien, Kriminalitaet, Ermittlung, Italien, Kokain, Mailand, Norditalien, Europa, Florenz, Neapel, Sizilien","http://www.zeit.de/2011/23/Mafia-Partei"
"Atomkompromiss: Nichts wie raus hier!","2011.23.52106","2011-06-02","Politik, Atomkompromiss, Energiepolitik, Atomausstieg, Kernenergie, Strommarkt, Bundesregierung, UN-Sicherheitsrat, Bundesnetzagentur, Demoskopie, Energiekosten, Energiepolitik, Energieversorgung, Energiewende, Erdbeben, Japan, Kernenergie, Kernkraftwerk, Kohlekraftwerk, Strom, Stromverbrauch, Stromversorgung, Tsunami, Volkswirtschaft, Frankreich, Großbritannien, Schweden, Schweiz, Tschechische Republik, Baden-Württemberg, Europa, Fukushima","http://www.zeit.de/2011/23/Energiewende"
"Energiewende: No risk, no fun!","2011.23.52107","2011-06-04","Politik, Energiewende, Atomausstieg, Energiepolitik, Energie, Kernenergie, Angela Merkel, Gerhard Schröder, SPD, Atomenergie, Atomkraft, Autoindustrie, Bürgerinitiative, Energie, Frieden, Klimaschutz, Technologie, Wasserkraft, Windenergie, Winfried Kretschmann","http://www.zeit.de/2011/23/01-Atomausstieg-Energiewende"
"Sozialdemokraten: Ein irrer Verein","2011.23.52108","2011-06-03","Politik, Sozialdemokraten, Spd, Partei, Deutsche_Politiker, SPD, Grüne, Sigmar Gabriel, Gerhard Schröder, Arbeitskollege, Atomausstieg, Familienpolitik, Neoliberalismus, Wehrpflicht","http://www.zeit.de/2011/23/P-SPD"
"Atomausstieg: Gesucht: Ein Gütesiegel","2011.23.52109","2011-06-01","Politik, Atomausstieg, Energiepolitik, Energiewirtschaft, Atomausstieg, Angela Merkel, FDP, Grüne, SPD, CDU, CSU, Cem Özdemir, Atomkraftgegner, Bärbel Höhn, Endlager, Hans-Peter Keitel, Kanzleramt, Kernenergie, Schlichtung, Strompreis, Terrorgefahr, Urheberrecht, Energiewende, Fukushima, Gorleben, Stuttgart","http://www.zeit.de/2011/23/Energie-Atomausstieg"
"Sachsen: Grenz-Fall","2011.23.52110","2011-06-01","Politik, Sachsen, Sachsen, Cdu, Staatsgrenze, Grenzschutz, Hermann Winkler, CDU, Georg Milbradt, NPD, Diebstahl, Europaparlament, Fahrzeug, Stanislaw Tillich, Dänemark, Polen, Tschechische Republik, Europa, Brüssel, Leipzig, Sachsen","http://www.zeit.de/2011/23/S-Am-Start"
"Palästina: Nur ein bisschen Korruption","2011.23.52111","2011-06-04","Politik, Palästina, Palaestina, Nahost, Frieden, Israel, Salam Fajad, Benjamin Netanjahu, Jassir Arafat, Korruption, Tony Blair, Israel, Palästina, Internationaler Währungsfonds, Tunesien, Ägypten, Beirut, Gaza, Jerusalem, Texas","http://www.zeit.de/2011/23/Ramallah"
"Kriegsverbrechen: Schlechte Zeiten für Diktatoren","2011.23.52112","2011-06-02","Politik, Kriegsverbrechen, Diktatur, Revolution, Regierungswechsel, Internationale_strafjustiz, Europäische Union, Kriegsverbrechen, UN-Sicherheitsrat, Gericht, Muammar al-Gaddafi, Prozess, Serbien, Verbrechen, Völkermord, Den Haag, Ruanda, Europa, Belgrad, Brüssel, London, Mannheim, Stuttgart","http://www.zeit.de/2011/23/Diktatoren"
"Kriegsverbrechen: Meister des Todes","2011.23.52113","2011-06-02","Politik, Kriegsverbrechen, Kriegsverbrechen, Voelkermord, Justiz, Serbien, Kriegsverbrechen, Radovan Karadžic, Gedicht, Kirche, Messe, Popstar, Schauspieler, Srebrenica, Europa, Sarajevo","http://www.zeit.de/2011/23/Mladic"
"Jugoslawien-Krieg: Entschädigt die Opfer!","2011.23.52114","2011-06-01","Politik, Jugoslawien-Krieg, Kriegsverbrechen, Opferentschaedigung, Voelkermord, Serbien, Europäische Union, Ausländer, Medien, Serbien, Verhaftung, Agent, Amnestie, Bosnien und Herzegowina, Drama, Frieden, Gericht, Justiz, Opfer, Schlaganfall, Schweiz, Schönheit, Völkermord, München, Srebrenica","http://www.zeit.de/2011/23/Interview-Nuhanovic"
"Politik und Lyrik Nr. 13: IDENTITÄTSSOG","2011.23.52115","2011-05-31","Politik, Politik und Lyrik Nr. 13, Politik, Lyrik, Lyrik, Gedicht, Gewalt, Katastrophe, Konflikt, Schmerz, Söldner","http://www.zeit.de/2011/23/politik-und-lyrik-13"
"Verteidigungspolitik: Minister für Wahrheit","2011.23.52116","2011-05-31","Politik, Verteidigungspolitik, Bundeswehr, De-maizière-thomas, Verteidigungspolitik, Minister, Karl-Theodor zu Guttenberg, Bundeswehr, Heer, Humor, Marine, Patriotismus, Staatssekretär, Streitkräfte, Umfrage, Verteidigungsminister, Libanon, Libyen, Verteidigungspolitik, Hamburg","http://www.zeit.de/2011/23/P-Zeitgeist"
"Ole von Beust: Ich gehöre niemandem!","2011.23.52117","2011-05-30","Politik, Ole von Beust, Deutsche_Politiker, Hamburg, Homosexualitaet, Cdu, Ole von Beust, Roland Koch, Ronald Schill, CDU, Klaus Wowereit, FDP, Joschka Fischer, Roger Kusch, SPD, CDU Präsidium, Roland Berger, Ronald Pofalla, Adel, Elbphilharmonie, Hamburg, Homosexualität, Justizsenator, Berlin, Sylt, Westerland","http://www.zeit.de/2011/23/Interview-Ole-von-Beust"
"Schweizer Nationalrat: Sie sollten dem Volk ein Vorbild sein, sind aber zum Spiegelbild ihres Volkes verkommen","2011.23.52118","2011-06-01","Politik, Schweizer Nationalrat, Schweiz, Politik, Absatz, Bewusstsein, Bundesrat, Computer","http://www.zeit.de/2011/23/CH-Schweiz-Politik-Sommersession"
"Finanzkrise: Ich weiß es auch nicht!","2011.23.52119","2011-06-05","Wirtschaft, Finanzkrise, Finanzkrise, Europa, Europapolitik, Gordon Brown, Aktienmarkt, Anleihe, Dollar, Energie, Euro, Euro-Krise, Finanzkrise, Geld, Geldanlage, Rendite, Sparkasse, Stadt, Verlust, New York","http://www.zeit.de/2011/23/F-Finanzkrise"
"Kunstfälschung: Das ist doch keine Kunst","2011.23.52120","2011-06-04","Wirtschaft, Kunstfälschung, Kunsthandel, Faelschung, Versicherung, Axa, Diebstahl, Fälschung, Kunst, Kunsthandel, Malta, Köln","http://www.zeit.de/2011/23/Kunsthandel"
"Landwirte: Mit der Rübe zum Doktor","2011.23.52121","2011-06-11","Wirtschaft, Landwirte, Dorf, Agrarwirtschaft, Bayern, Deutschland, BMW, Doktorarbeit, Heinrich Schütz, Landwirtschaft, Brüssel, Vilshofen","http://www.zeit.de/2011/23/Landlust-Piering"
