"id","qdap_value_ampl","qdap_nword"
"38921","-2.80948","881"
"38922","-5.37396","2209"
"38923","-5.6505","882"
"38924","-7.51276","2292"
"38925","1.3218","1057"
"38926","-5.41704","879"
"38927","6.09796","1426"
"38928","-19.45956","2423"
"38929","-5.05322","692"
"38930","5.1154","449"
"38931","-0.11798","322"
"38932","-1.3989","610"
"38933","-1.61702","1699"
"38934","0.92464","1579"
"38935","-5.11638","2048"
"38936","-4.3486","384"
"38937","-2.96334","996"
"38938","0","24"
"38939","-6.42306","816"
"38940","-3.1683","467"
"38941","-0.21826","602"
"38942","-1.5823","287"
"38943","-8.70756","643"
"38944","-2.65938","498"
"38945","-4.4005","657"
"38946","-0.0391999999999999","226"
"38947","-0.9714","380"
"38948","-2.4385","690"
"38949","-2.115","587"
"38950","-2.4184","807"
"38951","-2.68334","862"
"38952","-2.89796","317"
"38953","-7.00342","1132"
"38954","0.10528","302"
"38955","-1.2929","555"
"38956","-5.9746","905"
"38957","-4.1457","1323"
"38958","0.2678","176"
"38959","2.6575","1397"
"38960","-1.92414","336"
"38961","-2.6412","1447"
"38962","-5.90442","2175"
"38963","5.46304","3666"
"38964","-3.89998","1147"
"38965","0.1029","139"
"38966","0.0423","157"
"38967","1.137","141"
"38968","-2.97444","157"
"38969","-0.671","211"
"38970","-1.4848","1231"
"38971","0.1717","533"
"38972","-0.1777","226"
