"id","qdap_value_ampl","qdap_nword"
"27732","0.21506","350"
"27733","-3.4735","194"
"27734","2.19938","1260"
"27735","-6.02182","203"
"27736","-0.06886","281"
"27737","-3.6082","1244"
"27738","-0.21844","1498"
"27739","-7.27338","1735"
"27740","0.55448","975"
"27741","-12.36684","1720"
"27742","-2.3933","205"
"27743","-1.0164","171"
"27744","-1.8336","186"
"27745","-1.26694","245"
"27746","0.20502","595"
"27747","-7.26568","978"
"27748","-11.0478","1453"
"27749","-0.877","219"
"27750","-4.25434","746"
"27751","-6.91484","1238"
"27752","-12.87622","4934"
"27753","0.0134399999999999","722"
"27754","0.2077","169"
"27755","-1.24028","1330"
"27756","-3.0229","505"
"27757","-0.39538","173"
"27758","0.891","305"
"27759","-0.82016","208"
"27760","0.55638","1372"
"27761","-2.54976","244"
"27762","0.6963","568"
"27763","-0.94082","167"
"27764","0.17852","135"
"27765","0.21372","1742"
"27766","0.3084","291"
"27767","-1.89722","1715"
"27768","2.43964","235"
"27769","-4.44366","1425"
"27770","-8.15894","908"
"27771","0.1441","114"
"27772","-1.88806","1138"
"27773","1.0563","280"
"27774","-0.14754","263"
