"id","qdap_value_ampl","qdap_nword"
"33831","-1.26394","377"
"33832","-3.64774","555"
"33833","-1.03618","377"
"33834","-1.9148","627"
"33835","-6.19246","1070"
"33836","-0.989","162"
"33837","-4.73096","1341"
"33838","-9.03288","1738"
"33839","-5.38876","618"
"33840","0.88274","1242"
"33841","-6.9162","2100"
"33842","-7.91158","765"
"33843","-1.9302","250"
"33844","-2.18764","1229"
"33845","-1.1324","568"
"33846","0.2307","78"
"33847","0.7048","154"
"33848","-0.92088","1675"
"33849","-8.02774","1096"
"33850","NaN","1047"
"33851","-5.25948","974"
"33852","-0.16294","208"
"33853","-3.86526","609"
"33854","0.1605","226"
"33855","-1.9924","319"
"33856","-1.30004","244"
"33857","-6.33182","4927"
"33858","0.33072","298"
"33859","-1.30202","133"
"33860","-5.6588","1408"
"33861","-2.0567","505"
"33862","-1.66582","162"
"33863","-0.64838","574"
"33864","-0.5533","357"
"33865","1.67958","1598"
"33866","-4.48598","1289"
"33867","-1.72356","1044"
"33868","0.90114","374"
"33869","1.19084","569"
"33870","-0.9211","204"
"33871","0.7755","897"
"33872","0.7255","199"
"33873","4.7314","1393"
"33874","-2.84026","434"
"33875","-1.1265","271"
"33876","-1.8606","142"
"33877","-0.84952","198"
"33878","4.15282","1217"
"33879","-6.68402","1175"
"33880","-0.6536","493"
"33881","-0.9742","375"
"33882","-15.28256","1393"
"33883","0.1252","180"
