"id","qdap_value_ampl","qdap_nword"
"24654","-0.0600600000000005","2218"
"24655","-0.93718","607"
"24656","0.49724","185"
"24657","-2.74778","192"
"24658","0.73036","192"
"24659","-1.6773","168"
"24660","-0.61318","1237"
"24661","-0.3232","626"
"24662","-0.8751","1660"
"24663","-2.42046","372"
"24664","-6.2393","1166"
"24665","-0.25578","1810"
"24666","-3.80806","4574"
"24667","1.97346","618"
"24668","0.004","20"
"24669","-0.6621","92"
"24670","0.40206","407"
"24671","-0.37086","1202"
"24672","1.5082","1288"
"24673","0.13344","1254"
"24674","-8.07594","565"
"24675","-2.0026","804"
"24676","-0.2438","743"
"24677","0.10688","434"
"24678","-9.57228","1915"
"24679","-6.4289","430"
"24680","-1.69116","271"
"24681","-3.5838","468"
"24682","-13.5603","1201"
"24683","0.8481","335"
"24684","-2.26358","1442"
