"id","qdap_value_ampl","qdap_nword"
"49322","-0.8051","384"
"49323","0.57206","435"
"49324","-0.37824","490"
"49325","-1.8336","2805"
"49326","-3.64352","727"
"49327","4.79194","1621"
"49328","-1.0298","1406"
"49329","-5.30876","1059"
"49330","-15.8222","3686"
"49331","-11.98082","3520"
"49332","-1.6371","716"
"49333","-1.4287","300"
"49334","0.1077","302"
"49335","1.66904","1290"
"49336","-11.82666","2437"
"49337","-7.7407","3247"
"49338","-1.41518","191"
"49339","-3.07066","1010"
"49340","-2.24802","869"
"49341","-18.90796","1444"
"49342","-2.0627","389"
"49343","-4.49522","491"
