"id","qdap_value_ampl","qdap_nword"
"23656","-0.4773","362"
"23657","-1.1456","1140"
"23658","-0.08396","184"
"23659","0.2402","401"
"23660","-13.49824","3729"
"23661","0.59942","203"
"23662","-1.406","449"
"23663","-3.7815","373"
"23664","-0.11386","527"
"23665","-2.57514","350"
"23666","0.24082","1203"
"23667","1.0937","97"
"23668","0.37552","591"
"23669","-1.90772","1081"
"23670","-6.30184","1627"
"23671","-6.12016","2759"
"23672","0.4868","218"
"23673","-1.27464","344"
"23674","-5.25766","1377"
"23675","-0.90126","400"
"23676","-2.06706","400"
"23677","2.2893","505"
"23678","-1.05386","678"
"23679","0.41742","144"
"23680","0.1697","242"
"23681","-1.25156","1426"
"23682","-1.4572","107"
"23683","1.03528","858"
"23684","-2.75432","692"
"23685","0.85676","1649"
"23686","-2.42554","370"
"23687","-1.43872","571"
"23688","-0.0166400000000002","551"
"23689","1.26102","1998"
"23690","0.2591","178"
"23691","0.99036","241"
"23692","1.32842","409"
"23693","-2.35208","331"
"23694","1.3154","256"
"23695","2.04228","481"
"23696","0.75102","321"
"23697","-1.3947","673"
"23698","-1.2907","107"
"23699","1.2426","138"
