"id","qdap_value_ampl","qdap_nword"
"27695","-1.46162","352"
"27696","-6.89848","608"
"27697","-0.20736","852"
"27698","-9.45844","1527"
"27699","2.00162","1084"
"27700","-1.48068","1018"
"27701","-0.9312","375"
"27702","1.17504","243"
"27703","-1.56626","991"
"27704","-3.16034","683"
"27705","-3.52866","326"
"27706","-0.4172","239"
"27707","-7.20236","2109"
"27708","-5.91908","574"
"27709","-2.2476","197"
"27710","-0.3015","411"
"27711","-4.7339","692"
"27712","-26.21728","3969"
"27713","-2.73986","558"
"27714","-1.3641","151"
"27715","-8.04114","1282"
"27716","-0.5771","148"
"27717","7.0736","1695"
"27718","-3.40798","1567"
"27719","-7.83978","697"
"27720","1.41428","410"
"27721","-1.2436","174"
"27722","0.42318","977"
"27723","-0.5546","123"
"27724","2.2194","388"
"27725","0.028","141"
"27726","-1.7238","138"
"27727","0.92276","419"
"27728","-0.22818","136"
"27729","-1.73156","621"
"27730","-0.13486","244"
"27731","-4.77488","891"
