"id","qdap_value_ampl","qdap_nword"
"30165","-3.11784","716"
"30166","-2.47388","1082"
"30167","-1.13186","845"
"30168","-5.43058","2398"
"30169","-1.65354","335"
"30170","-0.58458","316"
"30171","-3.44516","608"
"30172","-2.37752","861"
"30173","-2.7638","484"
"30174","-0.55058","713"
"30175","0.54676","234"
"30176","-2.5781","161"
"30177","-0.5045","390"
"30178","-4.1123","2673"
"30179","-2.5444","1378"
"30180","-6.4854","2098"
"30181","-1.92256","635"
"30182","-1.0433","407"
"30183","-1.97886","1030"
"30184","2.17782","2262"
"30185","-0.30514","939"
"30186","-0.17248","252"
"30187","-12.52186","4995"
"30188","-2.20938","1127"
"30189","0.8046","224"
"30190","-3.686","1348"
"30191","-0.4493","278"
"30192","1.22994","466"
"30193","3.41784","1189"
"30194","-3.48318","405"
"30195","-0.2256","198"
"30196","-0.3833","182"
"30197","0.1551","302"
"30198","-7.96958","856"
"30199","1.16158","414"
"30200","-7.9173","2082"
"30201","3.97214","1385"
"30202","-2.75986","1048"
"30203","0.3313","190"
"30204","-6.0022","1548"
"30205","-0.98582","194"
"30206","-1.0504","538"
"30207","-4.06796","715"
