"id","qdap_value_ampl","qdap_nword"
"36411","-8.87328","2133"
"36412","0.00650000000000018","453"
"36413","-0.9621","324"
"36414","-1.06792","117"
"36415","-1.32278","155"
"36416","-0.2136","82"
"36417","0.93422","361"
"36418","-7.97062","860"
"36419","-1.0301","360"
"36420","-5.49464","474"
"36421","0.58652","545"
"36422","1.0081","484"
"36423","-0.00726000000000014","759"
"36424","0","18"
"36425","-0.41008","1417"
"36426","-3.52422","960"
"36427","-0.2298","450"
"36428","0.32212","512"
"36429","0.62744","380"
"36430","3.48622","301"
"36431","-0.9843","321"
"36432","-1.43558","509"
"36433","0.0486599999999998","393"
"36434","-0.48058","469"
"36435","0.08228","377"
"36436","0.2529","512"
"36437","-6.54376","470"
"36438","-1.31178","933"
"36439","0.46234","240"
"36440","-1.2897","129"
"36441","-1.10204","1059"
"36442","-1.38202","249"
"36443","-6.6991","1601"
"36444","1.0393","682"
"36445","-2.14552","1034"
"36446","0.016","97"
"36447","1.52236","1136"
"36448","0.26","460"
"36449","0.65396","216"
"36450","-1.14652","1843"
"36451","2.9671","309"
"36452","-0.48058","469"
"36453","0.004","62"
"36454","-0.37752","889"
"36455","-0.96124","740"
"36456","1.6724","1216"
"36457","1.48234","1042"
"36458","-3.23988","590"
"36459","-0.0169","280"
"36460","-0.25152","1077"
"36461","-0.09108","280"
"36462","-4.9044","627"
"36463","0.0911","53"
"36464","-8.0885","4071"
"36465","-1.6597","856"
"36466","-0.3322","307"
"36467","-0.60158","437"
"36468","-0.1465","361"
"36469","-1.0966","423"
"36470","0.47586","615"
"36471","-13.55732","2338"
"36472","-0.132","151"
"36473","-8.49178","2702"
"36474","0.17624","204"
"36475","-3.8499","234"
"36476","1.2638","224"
"36477","-5.1511","627"
"36478","0.7493","170"
"36479","-1.21756","1171"
"36480","-3.1612","489"
"36481","0.80184","818"
"36482","0.0152","127"
"36483","4.81458","1267"
"36484","-1.74856","775"
"36485","2.456","216"
