"id","qdap_value_ampl","qdap_nword"
"57925","-5.786","533"
"57926","-4.65532","1530"
"57927","2.11156","1206"
"57928","-4.59892","3065"
"57929","-5.5651","548"
"57930","-2.6051","590"
"57931","-8.90056","1886"
"57932","-2.27034","1327"
"57933","1.1086","293"
"57934","-7.39734","1422"
"57935","-7.28748","1569"
"57936","-1.675","374"
"57937","-5.14768","620"
"57938","-9.2643","1690"
"57939","-6.74978","1337"
"57940","-1.7593","441"
"57941","-0.6418","568"
"57942","-3.37892","1461"
"57943","-6.23134","1541"
"57944","0.0657199999999999","455"
"57945","-0.282","648"
"57946","-15.80772","2440"
"57947","-3.76176","538"
"57948","-0.6537","215"
"57949","0.88124","5758"
"57950","-2.3996","545"
"57951","-1.10168","1106"
"57952","-3.07196","1659"
"57953","-7.5696","1421"
"57954","-4.4012","532"
"57955","2.5603","2756"
"57956","-0.40558","1238"
"57957","0.24144","1099"
"57958","-2.2139","454"
"57959","-6.00128","811"
"57960","-7.22092","1332"
"57961","0.69328","342"
"57962","-1.6856","1268"
"57963","0.15114","933"
"57964","-1.6049","569"
"57965","-1.02526","291"
"57966","-1.7535","544"
