"title","number","date","keywords","link"
"Kirche: Wir waren zu langsam","2003.44.30634","2003-10-23","Politik, Kirche, Reden, Religionsfreiheit, Religion, Islam, Religion, Reden, Religionsfreiheit, Religion, Islam, Kirche, Immanuel Kant, Rosa Luxemburg, Anthropologie, Bildung, Gleichberechtigung, Gleichstellung, Kopftuch, Lehrer, Religionsfreiheit, Schule, Universität Münster","http://www.zeit.de/2003/44/protest__Kirche"
"Kommentar: Tu felix Austria!","2003.44.30635","2003-10-23","Politik, Kommentar, Oskar Lafontaine, SPD, Aussteiger, Friedrich der Große, Kommunalwahl, Krieg, Landtagswahl, Nationalismus, Wahl, Österreich, Bayern, Wien","http://www.zeit.de/2003/44/Leicht_271003"
"spanien: Die spanische Rechte scheint unangreifbar","2003.44.30636","2003-10-23","Politik, spanien, Innenpolitik, Partei, Wahlkampf, Wahl, Regierung, Portrait, Verhalten, Terrorismus, Psyche_und_Sexualitaet, Innere_sicherheit, Spanien, Colin Powell, Kofi Annan, Geberkonferenz, Irak-Krieg, Ministerpräsident, Parlamentswahl, Partido Socialista Obrero Español, Irak, Madrid, Europa, Katalonien, Innenpolitik, Partei, Wahlkampf, Wahl, Regierung, Portrait, Verhalten, Terrorismus, Psyche und Sexualität","http://www.zeit.de/2003/44/wahl_spanien"
"kommentar: Zwei Jahre zu spät","2003.44.30637","2003-10-23","Politik, kommentar, Lothar Bisky, Gregor Gysi, SPD, Sahra Wagenknecht, Diether Dehm, PDS, Kuba, Chemnitz","http://www.zeit.de/2003/44/pds"
"Kommentar: Tu felix Austria!","2003.44.30638","2003-10-23","Politik, Kommentar","http://www.zeit.de/2003/44/leicht_271003"
"Attac: Blondes Ächzen","2003.44.30639","2003-10-23","Politik, Attac, Kongress, Kritik, Globalisierung, Nichtregierungsorganisation, Aachen, Debatte, Bevoelkerung, Rassismus, Antisemitismus, DKP, Antisemitismus, Michel Friedman, Skinhead, Attac, Israel, Aachen, Trier, Kongress, Kritik, Globalisierung, Nichtregierungsorganisation, Aachen, Debatte, Bevölkerung, Rassismus","http://www.zeit.de/2003/44/attac"
"kommentar: Falsch verstandene Toleranz","2003.44.30640","2003-10-23","Politik, kommentar, Religion, Terrorismus, Islam, Innere_sicherheit, Innenpolitik, Religion, Protest, Muslim, Islamismus, Identität, Geiselnahme, Dschihad, Fundamentalismus, Integration, Islam, Islamismus, Islamunterricht, Moschee, Privatschule, Religionsunterricht, Schule, Schüler, Staatsbürgerschaft, Bali, Saudi Arabien, Bayern, Bonn, Niedersachsen, Religion, Terrorismus, Islam, Innere Sicherheit, Innenpolitik, Religion, Protest, Muslim, Islamismus, Identität","http://www.zeit.de/2003/44/schulverbot"
"türkei: Vorwärts, aufwärts, westwärts","2003.44.30641","2003-10-23","Politik, türkei, Portrait, Betriebswirtschaft, Unternehmen, Kunststoff, Bekleidung_und_Mode, Textilindustrie, Reform, Vhb_Zeitgeschichte, Familienunternehmen, EU, Innenpolitik, Recep Tayyip Erdog","http://www.zeit.de/2003/44/tuerkei_sabanci"
"Irak: Ab in die Werkstatt","2003.44.30642","2003-10-23","Politik, Irak, Krise, Diplomatie, Wiederaufbau, Nachkriegszeit, Folgen, Krieg, Colin Powell, Irak, Dick Cheney, Madeleine Albright, Saddam Hussein, UN-Sicherheitsrat, Geberkonferenz, Pentagon, USA, Syrien, Bagdad, Madrid, Moskau, Washington D.C., Krise, Diplomatie, Wiederaufbau, Nachkriegszeit, Folgen","http://www.zeit.de/2003/44/Irakpolitik"
"Ajatollahs, immer toller","2003.44.30643","2003-10-23","Politik, , Atomwaffe, Irak-Krieg, Region, Reportage, Tageszeitung, Zeitung, Afghanistan, Irak, Israel, Pakistan, Saudi Arabien, Turkmenistan, USA, Europa, London","http://www.zeit.de/2003/44/Ajatollahs_immer_toller"
