"id","qdap_value_ampl","qdap_nword"
"30463","-0.80468","4569"
"30464","-0.39268","1503"
"30465","-3.8653","1101"
"30466","-4.82206","1391"
"30467","-0.01982","178"
"30468","-3.01958","532"
"30469","-3.26728","1262"
"30470","-1.9876","1289"
"30471","-13.19842","1640"
"30472","-1.38182","1567"
"30473","-8.94938","3265"
"30474","-1.90268","1612"
"30475","-1.28178","657"
"30476","-1.33672","748"
"30477","-1.107","955"
"30478","-3.28292","464"
"30479","-3.47006","654"
"30480","-3.19674","369"
"30481","-5.58164","1878"
"30482","-0.16798","472"
"30483","-3.29816","498"
"30484","-4.0317","1074"
"30485","-0.224","2435"
"30486","-1.25264","302"
"30487","0.61578","1591"
"30488","-1.20164","1160"
"30489","-8.44116","1480"
"30490","-3.6098","625"
"30491","-1.36582","1891"
"30492","-2.83412","325"
"30493","-2.2804","306"
"30494","0.52426","135"
"30495","-1.47724","311"
"30496","-0.7062","363"
"30497","-8.0132","1331"
"30498","-6.04264","515"
"30499","2.1085","955"
"30500","-0.9839","1583"
"30501","-4.0486","701"
"30502","-1.1527","237"
"30503","-2.77662","1181"
"30504","3.45118","1129"
"30505","-6.31326","855"
"30506","-0.15544","125"
"30507","-3.91336","1068"
"30508","-2.24102","617"
"30509","-3.78068","700"
"30510","-4.21456","1340"
"30511","-10.58534","1984"
"30512","3.84146","1246"
"30513","-1.56324","182"
"30514","0.5723","115"
"30515","-1.74544","903"
"30516","-0.99172","1005"
"30517","-5.44194","975"
"30518","-0.0278","127"
"30519","0.6822","183"
"30520","0.5258","149"
