"title","number","date","keywords","link"
"Koalition: Ein Ehrenvorsitzender","2004.8.30978","2004-02-12","Politik, Koalition, Koalition, Partei, Regierung, Portrait, Machtverlust, Folgen, Rücktritt, Reform, Arbeit, Sozialstaat, Internationale_Beziehungen, Franz Müntefering, Gerhard Schröder, Grüne, Joschka Fischer, Reinhard Bütikofer, Katrin Göring-Eckardt, Krista Sager, UN, Außenminister, Vizekanzler, Frankreich, Irak, Hamburg, Nordrhein-Westfalen, Thüringen, Koalition, Partei, Regierung, Portrait, Machtverlust, Folgen, Rücktritt, Reform, Arbeit und Sozialstaat, Sozialstaat","http://www.zeit.de/2004/08/Fischer"
"Berliner Pannendienst","2004.8.30979","2004-02-12","Politik, , Wiederaufbau, Nachkriegszeit, Staat, Souveraenitaet, Beziehung, Golfkrieg, Krieg, Folgen, Bundesregierung, George W.  Bush, Kofi Annan, Jacques Chirac, Joschka Fischer, Dick Cheney, Irak, UN-Sicherheitsrat, Vereinte Nationen, Besatzung, Bundeswehreinsatz, Bundeswehrsoldat, Frieden, Irak-Krieg, Krieg, Afghanistan, Bosnien und Herzegowina, USA, Bagdad, Berlin, Washington D.C., Wiederaufbau, Nachkriegszeit, Staat, Souveränität, Beziehung, Golfkrieg, Krieg","http://www.zeit.de/2004/08/01__leit_2_08_2f04"
"kommentar: Deutsche Innenpolitik am Bosporus","2004.8.30980","2004-02-12","Politik, kommentar, Auslaender, Sprache, Kultur, Kommunikation, Auslaenderpolitik, Integration, Einwanderer, Angela Merkel, Europäische Union, Bundesregierung, CDU, Reise, Außenpolitik, Bundespräsidentenwahl, Hans-Ulrich Wehler, Loewe, Partnerschaft, Türkei, Wahl, Wahlkampf, Bosporus, Frankreich, Oder, Ausländer, Sprache, Kultur, Kommunikation, Ausländerpolitik, Integration","http://www.zeit.de/2004/08/tuerkei"
"Fischers Marie","2004.8.30981","2004-02-12","Politik, , Peter Struck, Außenminister, Diplomatie, Sicherheitskonferenz, Frankreich, Irak, USA, Berlin, Europa, Paris","http://www.zeit.de/2004/08/Glosse_1"
"Vermieft","2004.8.30982","2004-02-12","Politik, , Gesundheitsministerium, Gestank, Hauptstadt, Hungersnot, Regierung, Tabak, Wikinger, Dublin","http://www.zeit.de/2004/08/Vermieft"
"FDP: Die Erben der Liberalen","2004.8.30983","2004-02-12","Politik, FDP, Image, Umfrage, Umwelt, Oekologie, Werte, Liberalismus, Innenpolitik, Wahl, Wahlkampf, Partei, FDP, Grüne, CDU, Ronald Schill, Umfrage, Hamburg, Blankenese, Bonn, Elbe, Image, Umfrage, Umwelt, Ökologie, Werte, Liberalismus, Innenpolitik, Wahl, Wahlkampf","http://www.zeit.de/2004/08/fpd_hamburg"
"WORTE DER WOCHE","2004.8.30984","2004-02-12","Politik, , Joschka Fischer, Franz Müntefering, Gerhard Schröder, Michael Glos, SPD, Wladimir Putin, Donald Rumsfeld, John Kerry, Jürgen Trittin, Otto Schily, Affe, Bundesaußenminister, Entlassung, Jack Nicholson, Mars, Papst, Schauspieler, U-Bahn, Irak, Russland, USA, Berlin","http://www.zeit.de/2004/08/WORTE_DER_WOCHE"
"Kalter Krieg: Querkopf Mr. X","2004.8.30985","2004-02-12","Politik, Kalter Krieg, Internationale_Beziehungen, Aussenpolitik, Krieg, Osten, Nachfolger, Kalter, Beziehung, Politik, Innenpolitik, Krieg, George F.  Kennan, Marion Gräfin Dönhoff, John Foster Dulles, Kalter Krieg, Russland, Sowjetunion, Europa, Hamburg, Kassel, Moskau, Pennsylvania, Princeton, Westeuropa, Wisconsin, Internationale Beziehungen, Außenpolitik, Krieg, Osten, Nachfolger, Kalter, Beziehung, Politik","http://www.zeit.de/2004/08/G__Kennan"
"kommentar: Das Gerücht","2004.8.30986","2004-02-12","Politik, kommentar, Bill Clinton, John Kerry, Monica Lewinsky, Medien, Rupert Murdoch, Blogger, Journalismus, Radio, Australien, England, Indien, USA, Melbourne, Washington D.C","http://www.zeit.de/2004/08/ger"
"EU: Kerneuropa, ein Wintermärchen","2004.8.30987","2004-02-12","Politik, EU, Gipfeltreffen, Europapolitik, Sicherheitspolitik, Internationale_Beziehungen, Aussenpolitik, Verfassung, Osterweiterung, Wolfgang Schäuble, Europäische Union, Tony Blair, Europäische Union, Antiamerikanismus, EU-Außenminister, EU-Mitgliedschaft, Türkei, Bulgarien, Frankreich, Großbritannien, Polen, Rumänien, Syrien, Berlin, Europa, Gipfeltreffen, Europapolitik, Sicherheitspolitik, Internationale Beziehungen, Außenpolitik, Verfassung","http://www.zeit.de/2004/08/Dreier-Gipfel"
