"id","qdap_value_ampl","qdap_nword"
"32383","2.28828","1087"
"32384","1.2699","221"
"32385","-9.1924","1602"
"32386","-9.40064","2182"
"32387","0.6553","338"
"32388","-0.3469","237"
"32389","-2.6721","431"
"32390","-1.8521","596"
"32391","-0.73844","238"
"32392","-6.23346","1482"
"32393","-10.34166","1463"
"32394","-8.64284","1689"
"32395","-1.18152","239"
"32396","-1.14636","672"
"32397","-10.74896","1534"
"32398","-3.47368","646"
"32399","-2.62272","1341"
"32400","-1.6357","132"
"32401","-1.82164","652"
"32402","-2.01806","253"
"32403","-1.59198","1067"
"32404","-8.38518","775"
"32405","0.9289","365"
"32406","-1.7027","214"
"32407","-17.12764","2101"
"32408","-17.09488","4939"
"32409","-0.46528","1761"
"32410","-9.62328","1520"
"32411","-7.77822","1250"
"32412","1.2551","651"
"32413","0.3665","275"
"32414","-8.78932","1524"
"32415","-2.15776","2682"
"32416","-5.04816","1381"
"32417","-7.3459","922"
"32418","-6.01886","1344"
"32419","8.5624","1372"
"32420","0.7493","193"
"32421","-2.3787","208"
"32422","-2.8031","259"
"32423","-0.34856","320"
"32424","-0.1404","209"
"32425","0.22714","625"
"32426","-0.2236","139"
"32427","0.64164","848"
"32428","-4.0687","1000"
"32429","2.15648","1002"
