"id","qdap_value_ampl","qdap_nword"
"54851","-0.72304","1922"
"54852","2.683","629"
"54853","-2.45498","1924"
"54854","0.34376","510"
"54855","-1.491","771"
"54856","-5.48498","376"
"54857","-0.1116","630"
"54858","-0.9657","798"
"54859","-7.12342","1565"
"54860","-13.83464","1509"
"54861","-0.0318","240"
"54862","-0.27242","1761"
"54863","-3.54624","2298"
"54864","-3.40064","534"
"54865","-14.252","2769"
"54866","-1.0778","654"
"54867","-5.17166","1414"
"54868","-2.05324","220"
"54869","-2.8228","1341"
"54870","-1.0388","433"
"54871","0.2456","399"
"54872","0.78202","546"
"54873","-5.6544","631"
"54874","-4.31246","696"
"54875","-4.57168","587"
"54876","-1.49436","1001"
"54877","-2.28254","371"
"54878","-2.6037","1913"
"54879","-3.8677","1338"
"54880","-11.14252","1532"
"54881","-9.55174","1186"
"54882","5.02196","1991"
"54883","-0.85472","338"
