"id","qdap_value_ampl","qdap_nword"
"31840","-0.5997","1963"
"31841","-5.42714","1140"
"31842","-9.08964","539"
"31843","-0.31768","667"
"31844","0.3141","294"
"31845","-1.41532","671"
"31846","-13.52452","1709"
"31847","-0.2846","710"
"31848","1.91516","1104"
"31849","-0.51928","400"
"31850","-3.43066","1280"
"31851","-4.4017","1068"
"31852","-2.63434","519"
"31853","-2.1956","257"
"31854","-0.5447","773"
"31855","-3.23078","585"
"31856","-1.5373","597"
"31857","-4.4375","1049"
"31858","-8.11448","2093"
"31859","-2.3568","435"
"31860","-4.3019","1277"
"31861","-0.65586","852"
"31862","-3.0108","4590"
"31863","-3.0108","4582"
"31864","-2.03888","1644"
"31865","1.8106","108"
"31866","1.4479","971"
"31867","-1.07952","1582"
"31868","-0.12322","1673"
"31869","-1.80566","496"
"31870","-5.14834","492"
"31871","-0.26604","512"
"31872","0.66336","551"
"31873","-1.96958","390"
"31874","-0.7418","227"
"31875","-7.01994","2382"
"31876","-0.73572","1206"
"31877","0.45734","182"
"31878","-1.4098","594"
"31879","3.36148","1949"
"31880","-0.58634","734"
"31881","0.16918","560"
"31882","1.01054","220"
"31883","-2.0022","213"
"31884","-0.1288","1161"
"31885","-1.0622","154"
"31886","-0.09298","834"
"31887","-1.9887","1736"
