"id","qdap_value_ampl","qdap_nword"
"47881","-1.34998","1567"
"47882","-2.32028","1362"
"47883","-7.53826","811"
"47884","0.73464","715"
"47885","0.0321799999999998","1474"
"47886","0.004","35"
"47887","4.68456","828"
"47888","0.0088","30"
"47889","-3.15688","610"
"47890","-5.09612","764"
"47891","-16.14542","1615"
"47892","-8.44496","2209"
"47893","-12.80006","1484"
"47894","-1.0903","535"
"47895","-2.1454","324"
"47896","0.7505","162"
"47897","2.39704","241"
"47898","0.3113","356"
"47899","-7.84454","1291"
"47900","0","4"
"47901","0.012","44"
"47902","-1.618","31"
"47903","0","11"
"47904","-2.00628","1741"
"47905","-0.3837","126"
"47906","-0.185","95"
"47907","-0.513","55"
"47908","0","6"
"47909","0.6339","125"
"47910","-2.6528","389"
"47911","-0.3877","268"
"47912","0","16"
"47913","-0.3209","330"
"47914","-0.6813","449"
"47915","-0.0048","6"
"47916","-1.99392","279"
"47917","0.7792","142"
"47918","0","6"
"47919","0.97016","408"
"47920","-0.5364","10"
"47921","-1.4463","258"
"47922","-2.48122","429"
"47923","1.14378","141"
"47924","-0.000799999999999999","144"
"47925","0.008","44"
"47926","-0.4148","123"
"47927","0","63"
"47928","0.54904","719"
"47929","0","22"
"47930","1.16182","238"
"47931","-0.84688","146"
"47932","0.4885","391"
"47933","-0.5796","28"
"47934","0.16284","783"
"47935","-1.25726","80"
"47936","-0.1295","142"
"47937","0.004","23"
"47938","-0.3505","26"
"47939","-2.6783","1142"
"47940","-0.13748","62"
"47941","-0.1342","32"
"47942","0.5877","25"
"47943","0","26"
"47944","0.68554","181"
"47945","0","15"
"47946","-1.4706","207"
"47947","0.31264","132"
"47948","0","6"
"47949","-0.2488","127"
"47950","0.38362","183"
"47951","0","8"
"47952","-0.34748","144"
"47953","-4.76512","620"
"47954","0","25"
"47955","0.7251","113"
"47956","1.19346","2365"
"47957","0.004","30"
"47958","-0.7079","1049"
"47959","-6.63536","2383"
"47960","-1.17404","1301"
"47961","-0.0888999999999999","822"
"47962","-5.38096","1764"
"47963","-2.8135","916"
"47964","-0.97528","1086"
"47965","1.64584","1070"
"47966","2.20564","1700"
"47967","-4.5885","940"
"47968","-1.42378","530"
"47969","-2.30664","631"
"47970","-1.38474","344"
"47971","0.0133600000000002","450"
"47972","-1.63896","633"
"47973","5.65252","1313"
"47974","2.6473","872"
"47975","1.16242","367"
"47976","0.98822","166"
"47977","-0.963","206"
"47978","-0.16906","249"
"47979","0","4"
"47980","-1.2021","466"
"47981","0","4"
"47982","0","4"
"47983","-5.66462","452"
"47984","0","4"
"47985","1.9769","753"
"47986","-4.37086","975"
"47987","0","4"
"47988","0","4"
