"id","qdap_value_ampl","qdap_nword"
"37930","-2.0634","647"
"37931","-0.0806000000000001","355"
"37932","-0.84268","1487"
"37933","-1.2993","422"
"37934","-0.5519","1091"
"37935","-1.02118","823"
"37936","0.016","79"
"37937","-11.4771","5281"
"37938","-2.28238","1419"
"37939","-5.94784","1371"
"37940","0.3442","209"
"37941","-0.17148","1176"
"37942","1.02298","569"
"37943","0.946","1490"
"37944","-0.34992","230"
"37945","-1.88798","222"
"37946","1.81882","1675"
"37947","-1.9906","255"
"37948","0","62"
"37949","-4.35918","1523"
"37950","-5.76824","1438"
"37951","-1.65688","1042"
"37952","-1.34318","1540"
"37953","0.2365","58"
"37954","-4.82588","646"
"37955","-0.36318","1465"
"37956","-3.98556","864"
"37957","-3.4399","417"
"37958","1.19658","616"
"37959","1.19114","4509"
"37960","-3.11808","1316"
"37961","-3.16876","952"
"37962","0.8734","597"
"37963","0.2914","195"
"37964","-0.6843","414"
"37965","-2.44244","1183"
"37966","-1.13338","872"
"37967","-0.688","190"
"37968","-8.58056","1061"
"37969","-1.0856","175"
"37970","-8.63548","1289"
"37971","3.76664","1216"
"37972","-1.1244","289"
"37973","-0.2363","496"
"37974","0.30702","165"
"37975","-4.55842","806"
"37976","1.07238","845"
"37977","-4.90886","2037"
