"id","qdap_value_ampl","qdap_nword"
"52519","-14.20446","1768"
"52520","-2.5864","1079"
"52521","-1.08608","1862"
"52522","-4.04124","2122"
"52523","-18.29144","3139"
"52524","-25.82198","2768"
"52525","-23.45752","6049"
"52526","-10.44806","1597"
"52527","-3.9639","568"
"52528","-0.5239","915"
"52529","-27.06716","4207"
"52530","-24.195","2944"
"52531","3.96178","970"
"52532","-20.4839","2606"
"52533","-0.73262","745"
"52534","-2.46032","353"
"52535","0.5394","948"
"52536","0.0518000000000001","323"
"52537","-0.22706","3998"
"52538","-2.43374","812"
"52539","-20.29816","3394"
"52540","0.78916","388"
"52541","-2.89434","914"
"52542","-19.76132","4365"
"52543","-5.64966","1306"
"52544","-14.48162","1305"
"52545","-3.6233","998"
"52546","-32.10386","4225"
"52547","-2.64596","542"
"52548","-4.16696","1265"
"52549","-1.60102","1774"
"52550","6.27938","2120"
"52551","-0.35928","586"
"52552","-23.12124","3398"
"52553","-31.64054","3882"
"52554","-2.60256","1855"
"52555","-3.9911","466"
