"id","qdap_value_ampl","qdap_nword"
"48935","-2.94486","1165"
"48936","-2.6198","1414"
"48937","-10.02324","1261"
"48938","-0.85562","487"
"48939","-4.44876","1103"
"48940","-4.9797","609"
"48941","-6.22144","1849"
"48942","-16.75956","4098"
"48943","-19.9611","1138"
"48944","-14.0534","1283"
"48945","1.9588","1329"
"48946","-4.06468","594"
"48947","-6.54862","1274"
"48948","-3.11254","1140"
"48949","1.0987","242"
"48950","-1.60186","866"
"48951","0.3201","432"
"48952","2.73664","694"
"48953","-2.83002","1333"
"48954","-12.84578","2400"
"48955","-8.13624","1534"
"48956","-8.46072","1086"
"48957","-1.66688","1394"
"48958","-3.1105","641"
"48959","5.08778","1627"
"48960","-1.22988","1347"
"48961","-7.71526","4058"
"48962","-3.36224","652"
"48963","-1.1808","404"
"48964","-1.4383","117"
"48965","-3.74738","343"
