"id","qdap_value_ampl","qdap_nword"
"38272","-2.84354","1531"
"38273","-5.6968","2350"
"38274","-2.52866","934"
"38275","-3.90354","1439"
"38276","-1.93476","1917"
"38277","-5.34212","1440"
"38278","-1.02076","875"
"38279","-2.7145","329"
"38280","-3.705","559"
"38281","-2.25682","415"
"38282","1.7243","87"
"38283","-0.5329","221"
"38284","-4.14126","657"
"38285","-3.74388","1152"
"38286","-0.88756","118"
"38287","8.64026","5638"
"38288","-1.05888","1547"
"38289","-4.82342","1045"
"38290","-1.0143","112"
"38291","1.4757","574"
"38292","-5.42358","803"
"38293","-3.13036","1350"
"38294","-2.08944","316"
"38295","-0.6304","349"
"38296","-0.9715","182"
"38297","-2.8637","882"
"38298","2.09176","919"
"38299","-8.96856","789"
"38300","-0.3615","52"
"38301","-0.3615","52"
"38302","-0.46184","397"
"38303","-1.37012","592"
"38304","0.9172","613"
"38305","0.52482","479"
"38306","0.159","203"
"38307","0.00526000000000003","759"
"38308","0.0389","94"
"38309","-0.6005","386"
"38310","-4.7857","479"
"38311","-2.30982","621"
"38312","-5.6493","2195"
"38313","-0.4439","222"
"38314","-1.54408","1434"
"38315","-1.04498","1048"
"38316","-5.07994","856"
"38317","-0.5476","158"
"38318","0.086","131"
"38319","2.2514","465"
"38320","0.2835","242"
"38321","-1.1838","380"
"38322","-10.01982","1315"
"38323","0.0152","102"
"38324","-4.16558","1581"
"38325","-1.4076","538"
"38326","-8.588","1424"
"38327","-1.95354","446"
"38328","1.04098","260"
"38329","-4.66298","791"
"38330","-0.21178","1217"
"38331","-2.68038","1312"
"38332","2.59504","469"
"38333","0.5587","139"
"38334","-2.43614","624"
"38335","-0.245","118"
"38336","0","34"
