"id","qdap_value_ampl","qdap_nword"
"49109","-2.7105","678"
"49110","-5.36544","1957"
"49111","-0.80342","1104"
"49112","-4.98458","1042"
"49113","-2.85966","578"
"49114","-5.61586","1293"
"49115","0.9324","382"
"49116","-2.28926","1529"
"49117","-4.84428","1124"
"49118","-10.75894","939"
"49119","0.0553200000000002","1080"
"49120","-0.8553","1252"
"49121","0.2477","1665"
"49122","-6.31738","791"
"49123","-1.53864","1395"
"49124","-1.84978","1281"
"49125","-4.72184","490"
"49126","-5.67038","680"
"49127","-2.19934","634"
"49128","-0.7425","303"
"49129","-7.0318","1610"
"49130","-3.70914","862"
"49131","-1.9555","957"
"49132","-0.6292","429"
"49133","1.60492","171"
"49134","-5.76374","886"
"49135","-2.54484","793"
"49136","1.12918","1625"
"49137","-8.49696","2146"
"49138","0.0222000000000002","599"
"49139","-0.4582","189"
"49140","-3.5165","277"
