"title","number","date","keywords","link"
"Ecuador: Auf dem Kriegspfad gegen das Öl","2007.30.42757","2009-03-04","Politik, Ecuador, Internationale_Wirtschaftsbeziehungen, Ecuador, Indianer, Urwald, Oelkonzern, Abholzung, UMWE, Umweltkriminalitaet, ENRO, Mineraloelindustrie, Pipeline, Regenwald, Rafael Correa, Dschungel, Gymnasium, Regenwald, Urwald, Ecuador, Territorium, Amazonas, Quito, Europa, Lateinamerika","http://www.zeit.de/2007/30/Indianer"
"Pakistan: Bomben gegen den Buddy?","2007.30.42758","2007-07-25","Politik, Pakistan, Pervez Musharraf, Militär, Pakistan, USA, Afghanistan, Atomwaffe, Herz, Krieg, Logik, Pentagon, Taliban","http://www.zeit.de/online/2007/30/pakistan"
"Der liebste Feind","2007.30.42759","1899-12-31","Politik","http://www.zeit.de/2007/30/Der_liebste_Feind"
"Vom Hasen und vom Igel","2007.30.42760","1899-12-31","Politik","http://www.zeit.de/2007/30/Vom_Hasen_und_vom_Igel"
"»Das Klima ist nervöser«","2007.30.42761","1899-12-31","Politik, , Innere_sicherheit, Kriminalitaet, Recht, Innere_sicherheit, Kriminalitaet","http://www.zeit.de/2007/30/Das_Klima_ist_nervoeser"
"Österreich: »Wenn wir vergessen, siegt Hitler«","2007.30.42762","2007-07-18","Politik, Österreich, Innenpolitik, Politik, Geschichte, Judentum, Innenpolitik, Politik, Geschichte, Österreich, Joseph Roth, Israel, Essay, Polen, Ukraine, Vergangenheitsbewältigung, Volkszählung, Weißrussland, Wien, Auschwitz","http://www.zeit.de/2007/30/OE-Zelman"
"Österreich: Die grüne Not","2007.30.42763","2007-07-18","Politik, Österreich, Innenpolitik, Partei, Politische_linke, Politik, Reformpolitik, Innenpolitik, Partei, Politische_linke, Politik, Grüne, Österreich, Hans-Dietrich Genscher, Joschka Fischer, Europäische Gemeinschaft, Wien","http://www.zeit.de/2007/30/OE-Gruenes-Desaster"
"Ja, wohin laufen sie denn?","2007.30.42764","1899-12-31","Politik, , Kulturpolitik, Kultur, Aussenpolitik, Internationale_Beziehungen, Kulturpolitik, Kultur, Aussenpolitik","http://www.zeit.de/2007/30/Ja_wohin_laufen_sie_denn"
"Alle gegen Hamastan","2007.30.42765","1899-12-31","Politik, , Kriminalitaet, Kriminalitaet, Recht, Aussenpolitik, Internationale_Beziehungen, Kriminalitaet, Kriminalitaet, Recht, Aussenpolitik","http://www.zeit.de/2007/30/Alle_gegen_Hamastan"
"Österreich: Spaß im Urlaub","2007.30.42766","2007-07-18","Politik, Österreich, Innenpolitik, Politik, Glosse, Oesterreich, Innenpolitik, Politik, Glosse, Presse, Seele, Wetter, Zeitung, Italien, Österreich","http://www.zeit.de/2007/30/OE-Donnerstalk"
"Müde gekämpft","2007.30.42767","1899-12-31","Politik, , Medizin, Ethik, Gesellschaft_und_soziales_Leben, Medizin, Ethik","http://www.zeit.de/2007/30/Muede_gekaempft"
"Türkei: Anatolien schlägt zurück","2007.30.42768","2007-07-21","Politik, Türkei, Tuerkei, Parlamentswahlen, Tuerkei, Mustafa Kemal Atatürk, Recep Tayyip Erdogan, Türkei, Turgut Özal, Kopftuch, Istanbul, Ankara, Bosporus","http://www.zeit.de/2007/30/Tuerkei"
"Bequeme Logik","2007.30.42769","1899-12-31","Politik, , Innere_sicherheit","http://www.zeit.de/2007/30/Bequeme_Logik"
"Putinium","2007.30.42770","1899-12-31","Politik, , Aussenpolitik, Internationale_Beziehungen, Aussenpolitik","http://www.zeit.de/2007/30/Putinium"
"Integration: »Ehre spielt eine Rolle«","2007.30.42771","2007-07-19","Politik, Integration, Integration, Bundestag, Kindertagesstätte, Türkei, Aleviten, Japan, USA, Ankara","http://www.zeit.de/2007/30/Streitgespraech"
"Affären: Der Fall Lübke","2007.30.42772","2007-07-22","Zeitl?ufte, Affären, Innenpolitik, Politiker, Präsident, Innenpolitik, Politiker, Heinrich Lübke, Albert Speer, Konrad Adenauer, Buchenwald, DDR, Bundesrepublik Deutschland, Peenemünde, Sowjetunion, Berlin, Ost-Berlin","http://www.zeit.de/2007/30/Heinrich-Luebke"
"Union: Alles für die Sicherheit","2007.30.42773","2007-07-19","Politik, Union, Innenpolitik, Innere_sicherheit, Sicherheitspolitik, Innenpolitik, Innere_sicherheit, Angela Merkel, Friedrich Merz, CDU, SPD, Grüne, Die Linke, Markus Söder, Roland Koch, Stefan Mappus, Wolfgang Schäuble, Junge Union, Jörg Schönbohm, Betreuungsgeld, CSU-Fraktion, Familienpolitik, Kanzleramt, Philipp Mißfelder, Berlin","http://www.zeit.de/2007/30/CDU-Konservative"
"ZEITSPIEGEL: ZEITGeschichten","2007.30.42774","1899-12-31","Politik, ZEITSPIEGEL","http://www.zeit.de/2007/30/ZEITGeschichten"
"Nationalsozialismus: Irgendwie schlimm","2007.30.42775","2007-07-23","Politik, Nationalsozialismus, Nationalsozialismus, Holocaust, Nationalsozialismus, Nationalsozialismus, Nationalsozialismus, Adolf Hitler, Sabine Christiansen, DDR, Vergangenheitsbewältigung, Zentralrat der Juden, Belgien, Russland, Hamburg, Hannover, Sachsen-Anhalt, Tel Aviv","http://www.zeit.de/2007/30/LS-Gedenkstaette"
"Flatrate-Trinken: Noch ein Wodka gefällig?","2007.30.42776","2007-07-26","Politik, Flatrate-Trinken, Alkoholverbot, FDP, Alkohol, Alkoholkonsum, Alkoholmissbrauch, Euro, Gesundheit, Jugendliche, Jugendschutz, Privatsender, Rechtslage, Stadt, Volksfest, Walter Hirche, Hannover, Niedersachsen","http://www.zeit.de/2007/30/LS-Flatrate"
"Russland: Angriff auf den Kremlkönig","2007.30.42777","2007-07-22","Politik, Russland, Russland, Wladimir Putin, Garri Kasparow, Anatoli Karpow, Anna Politkowskaja, Martin Luther, Russland, Winston Churchill, Kreml, Martin Luther King, Sowjetunion, Baku, St. Petersburg","http://www.zeit.de/2007/30/Kasparov"
"Libyen: Fällige Konsequenzen","2007.30.42778","2007-07-18","Politik, Libyen, Libyen, Europäische Union, Europäische Union, Arzt, Ausgleichszahlung, Außenminister, Dollar, Erpressung, Freihandelszone, Geiselnahme, Libyen, Lockerbie-Anschlag, Opfer, Bulgarien, USA, Brüssel, Europa, Tripolis","http://www.zeit.de/2007/30/Glosse_Libyen"
"Frankreich: Zar Cosy bittet zum Gespräch","2007.30.42779","2007-07-23","Politik, Frankreich, Frankreich, Praesident, Frankreich, Nicolas Sarkozy, Frankreich, Gespräch, Charles de Gaulle, Finanzministerium, Lionel Jospin, Dominique Strauss-Kahn, Jack Lang, Präsident, Rachida Dati, Brüssel, Paris","http://www.zeit.de/2007/30/Sarkozy"
"Jupiter Köhler","2007.30.42780","1899-12-31","Politik, , Innere_sicherheit, Kriminalitaet, Recht, Innere_sicherheit, Kriminalitaet","http://www.zeit.de/2007/30/Jupiter_Koehler"
"DRINNEN: Der Tenor singt Karaoke","2007.30.42781","1899-12-31","Politik, DRINNEN","http://www.zeit.de/2007/30/Der_Tenor_singt_Karaoke"
"Gegenrevolutionäre Bourgeoisie","2007.30.42782","1899-12-31","Politik, , Europapolitik, Internationale_Beziehungen, Europapolitik","http://www.zeit.de/2007/30/Gegenrevolutionaere_Bourgeoisie"
"Nationalisten statt Islamisten","2007.30.42783","1899-12-31","Politik","http://www.zeit.de/2007/30/Nationalisten_statt_Islamisten"
