"id","qdap_value_ampl","qdap_nword"
"32064","0.0739600000000001","170"
"32065","0.0133","317"
"32066","-1.97992","649"
"32067","-2.5453","468"
"32068","-12.80338","1672"
"32069","0.3153","346"
"32070","0.10726","355"
"32071","-1.04682","270"
"32072","-1.57526","842"
"32073","-0.1889","181"
"32074","-2.8299","488"
"32075","-2.5914","366"
"32076","-2.8339","487"
"32077","-4.48594","1676"
"32078","2.27214","856"
"32079","-0.3605","169"
"32080","1.30908","1306"
"32081","0.6505","327"
"32082","0.53574","174"
"32083","-1.7689","1243"
"32084","-12.50848","1599"
"32085","-0.0338000000000001","317"
"32086","-5.70188","1517"
"32087","-1.20658","927"
"32088","-0.4073","293"
"32089","-1.1239","591"
"32090","4.78092","5195"
"32091","1.7257","1660"
"32092","-0.5063","281"
"32093","0.1321","199"
"32094","0.2623","151"
"32095","0.3725","1478"
"32096","-1.51872","829"
"32097","-0.94538","170"
"32098","-2.4601","2218"
"32099","0.3472","221"
"32100","-0.87146","1190"
"32101","-2.1107","337"
"32102","-3.3468","393"
"32103","1.12848","641"
"32104","-1.13894","617"
"32105","-9.3828","2114"
"32106","-1.76308","878"
"32107","-0.75934","123"
"32108","1.27916","263"
"32109","-0.60016","710"
