"id","qdap_value_ampl","qdap_nword"
"52003","-2.9189","500"
"52004","-7.4648","1654"
"52005","-1.81916","4486"
"52006","-4.0027","726"
"52007","-2.838","1257"
"52008","-7.26694","767"
"52009","0.754","640"
"52010","-9.4644","1563"
"52011","-7.28032","1072"
"52012","-5.05782","3463"
"52013","1.0692","482"
"52014","-1.59136","786"
"52015","-1.35746","215"
"52016","-3.58738","1445"
"52017","0.0747999999999997","1155"
"52018","-8.63642","1161"
"52019","-9.37212","1620"
"52020","-2.20482","771"
"52021","-1.15274","821"
"52022","-1.9493","482"
"52023","1.03496","839"
"52024","-1.6567","885"
"52025","-2.23874","580"
"52026","-14.04136","1888"
"52027","-7.03644","1457"
"52028","-5.54194","1677"
"52029","-1.9658","900"
"52030","-0.927","241"
"52031","-17.14318","2135"
