"title","number","date","keywords","link"
NA,"1995.38.9665","1995-09-15","Politik, , Colin Powell, Caspar Weinberger, Hautfarbe, Karriere, Pentagon, Republikaner (USA), Bosnien und Herzegowina, Jamaika, Oder, USA, Vietnam, New York, North Carolina","http://www.zeit.de/1995/38/Er_kommt_Oder_kommt_er_nicht_"
NA,"1995.38.9666","1995-09-15","Politik, , Schrift, Hans Zehetmair, Jubiläum, Logik, Orthografie, Symphonie, Schweiz, Österreich, Bayern","http://www.zeit.de/1995/38/Ein_Graeuel_doch_laengst_keine_Katastrofe"
NA,"1995.38.9667","1995-09-15","Politik, , Jacques Chirac, Europa, John Major, Alain Juppé, Frankreich, Volker Rühe, Atomtest, Großbritannien, Integration, Michel Barnier, Verbrechensbekämpfung, Paris, Bonn, Brüssel, Maastricht, Rhein","http://www.zeit.de/1995/38/Mehr_Bomben_weniger_Europa"
NA,"1995.38.9668","1995-09-15","Politik, , DVU, CDU, FDP, Gerhard Frey, SPD, Geschäftsführer, Heimat, Landtag, Verfassungsschutz, München, Schleswig-Holstein","http://www.zeit.de/1995/38/Rechte_Chaoten"
NA,"1995.38.9669","1995-09-15","Politik, , Saddam Hussein, Israel, Militär, Syrien, Bildungsministerium, Frieden, Golfkrieg, Minderheit, Irak, Libanon, Rumänien, Sowjetunion, Damaskus, Brüssel, Osteuropa, Washington D.C","http://www.zeit.de/1995/38/Die_Not_diktiert_den_Wandel_Hafiz_al-Assad_modernisiert"
NA,"1995.38.9670","1995-09-15","Politik, , Moskau, Nato, Winston Churchill, Allianz, Bosnien und Herzegowina, Duma, Puppe, Russland, Zbigniew Brzezinski, Afghanistan, Tschetschenien, Balkan, Europa, Mitteleuropa","http://www.zeit.de/1995/38/Moskau_verlangt_nach_mehr_Respekt"
NA,"1995.38.9671","1995-09-15","Politik, , Abschiebung, Ausnahmezustand, Auswärtiges Amt, Bundesverfassungsgericht, Bürgerkrieg, Flugzeug, Flüchtling, Gericht, Hauptstadt, Polizei, Regierung, Richter, Khartum","http://www.zeit.de/1995/38/Ab_damit"
NA,"1995.38.9672","1995-09-15","Politik, , Charles de Gaulle, Bundesregierung, Franz Josef Strauß, Frankreich, Abschreckung, Atomwaffe, Europäische Gemeinschaft, England, Europa, Russland, Sowjetunion, Bonn, Paris, London, Nagasaki","http://www.zeit.de/1995/38/Chiracs_Muster_ohne_Wert"
NA,"1995.38.9673","1995-09-15","Politik, , Ratko Mladi?, UN, Friedenstruppe, Rupert Neudeck, Soldat, Territorium, Vereinte Nationen, Bosnien und Herzegowina, Sarajevo, Belgrad","http://www.zeit.de/1995/38/Keine_Bedrohung_fuer_Sarajevo"
NA,"1995.38.9674","1995-09-15","Politik, , Anschlag, Jacques Chirac, VW, Frankreich, Alain Juppé, Jean-Louis Debré, Algerien, Bosnien und Herzegowina, Paris, Cannes, Europa, Lyon","http://www.zeit.de/1995/38/Die_Moerder_koennen_ueberall_lauern"
NA,"1995.38.9675","1995-09-15","Politik, , Bill Clinton, Richard Holbrooke, USA, WTO, Außenpolitik, Notenbank, Präsident, Republikaner (USA), Vereinte Nationen, Bosnien und Herzegowina, Russland, Sowjetunion, Asien, Balkan, Europa, Washington D.C., Westeuropa","http://www.zeit.de/1995/38/Die_Versuchung_des_Alleingangs"
NA,"1995.38.9676","1995-09-15","Politik, , London, Jacques Chirac, Margaret Thatcher, Frankreich, Greenpeace, John Major, Atomwaffe, Großbritannien, Labour Partei, Malcolm Rifkind, Weltsicherheitsrat, USA, Europa, London, Genf, Paris, Washington D.C","http://www.zeit.de/1995/38/Die_French_Connection"
NA,"1995.38.9677","1995-09-15","Politik, , FDP, SPD, CDU, CSU, Peter Struck, Jürgen Möllemann, Anke Fuchs, Benehmen, CSU-Fraktion, Debatte, Ernst Hinsken, Steffen Kampeter, Fernsehen, Parlament","http://www.zeit.de/1995/38/Eine_Frage_des_Bloekens"
NA,"1995.38.9678","1995-09-15","Politik, , Bundesbank, Nato, Außenpolitik, Bundestag, Bundeswehr, Evolution, Golfkrieg, Leitzins, Somalia, Tornado, US-Kongress, Kambodscha, Kroatien, Slowenien, USA, Bonn, Europa, Balkan, Osteuropa, Westeuropa","http://www.zeit.de/1995/38/Wer_spricht_noch_von_Schneckentempo_"
