"id","qdap_value_ampl","qdap_nword"
"39653","-1.11468","226"
"39654","1.94112","411"
"39655","-5.59874","1431"
"39656","-4.25054","608"
"39657","0.09168","834"
"39658","-4.8474","1032"
"39659","-9.10694","1454"
"39660","-2.39082","338"
"39661","-0.3516","220"
"39662","-19.15568","5017"
"39663","-0.3516","23"
"39664","-7.16622","2053"
"39665","-14.64872","2426"
"39666","-2.52518","1758"
"39667","-0.3309","290"
"39668","0.70892","199"
"39669","-4.60386","1450"
"39670","-0.8316","124"
"39671","-5.77168","962"
"39672","-1.0477","322"
"39673","-6.1465","1071"
"39674","-2.09878","609"
"39675","-0.4345","567"
"39676","-0.71882","837"
"39677","-0.138","221"
"39678","-3.59734","658"
"39679","0.2219","36"
"39680","0.6956","23"
"39681","-3.90802","919"
"39682","-6.0438","758"
"39683","-2.03128","492"
"39684","-3.5317","739"
"39685","-13.72572","924"
"39686","0.0747800000000001","711"
"39687","-1.7963","565"
"39688","-0.1612","498"
"39689","-1.7294","766"
"39690","-0.55088","540"
"39691","-1.57056","654"
"39692","-0.5188","237"
"39693","-1.59176","505"
"39694","-1.1966","358"
"39695","-5.1548","754"
"39696","-4.74574","362"
"39697","-0.6698","173"
"39698","0.53724","1564"
"39699","0.41898","216"
"39700","-0.24922","155"
"39701","-12.58118","1020"
"39702","-2.71014","604"
"39703","-0.84702","702"
"39704","-1.72594","535"
"39705","0.02216","194"
"39706","0.307","241"
"39707","-1.15184","194"
"39708","0.0920399999999999","945"
"39709","2.02674","389"
"39710","-0.6621","95"
"39711","-0.0096","26"
