"id","qdap_value","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"1","-11.23506","1646",104,127,-27.991,10.6395,2423,-17.3515,6.3418,-22.1108,-15.769
"10","-1.4488","730",12,18,-3.1556,1.4444,733,-1.7112,1.3924,-2.8696,-1.4772
"11","-3.11722","967",38,42,-7.0788,3.1862,967,-3.8926,2.7761,-5.8741,-3.098
"12","-1.8416","1788",24,52,-7.7046,6.0005,1786,-1.7041,4.7773,-7.1441,-2.3668
"13","-0.7157","160",9,5,-2.8491,0.1542,164,-2.6949,0,-2.8395,-2.8395
"14","-4.66238","1085",18,40,-5.6207,2.6568,1092,-2.9639,2.2847,-4.1696,-1.8849
"15","-11.23506","1646",104,127,-27.991,10.6395,2423,-17.3515,6.3418,-22.1108,-15.769
"16","-7.70834","1808",64,52,-12.3001,4.3112,1807,-7.9889,3.5618,-10.4886,-6.9268
"17","-2.04504","1132",24,43,-6.1073,5.1276,1134,-0.979699999999999,4.7458,-5.7925,-1.0467
"18","-4.44324","501",17,9,-5.4416,0.2304,503,-5.2112,0.1169,-5.0693,-4.9524
"19","-6.9266","2397",75,132,-16.4122,8.4669,2395,-7.9453,6.9652,-13.571,-6.6058
"2","-7.70834","1808",64,52,-12.3001,4.3112,1807,-7.9889,3.5618,-10.4886,-6.9268
"20","-2.40346","661",12,23,-3.537,1.8341,675,-1.7029,1.6676,-3.2925,-1.6249
"21","0.50982","918",15,44,-4.712,4.4442,915,-0.267799999999999,3.1811,-2.8834,0.2977
"22","-1.2607","130",4,1,-1.2647,0.004,132,-1.2607,0,-1.195,-1.195
"23","1.16016","190",3,14,-0.3423,0.8449,193,0.5026,0.721,-0.3327,0.3883
"24","-1.4488","730",12,18,-3.1556,1.4444,733,-1.7112,1.3924,-2.8696,-1.4772
"25","-3.11722","967",38,42,-7.0788,3.1862,967,-3.8926,2.7761,-5.8741,-3.098
"26","-1.8416","1788",24,52,-7.7046,6.0005,1786,-1.7041,4.7773,-7.1441,-2.3668
"27","-0.7157","160",9,5,-2.8491,0.1542,164,-2.6949,0,-2.8395,-2.8395
"28","-4.66238","1085",18,40,-5.6207,2.6568,1092,-2.9639,2.2847,-4.1696,-1.8849
"3","-2.04504","1132",24,43,-6.1073,5.1276,1134,-0.979699999999999,4.7458,-5.7925,-1.0467
"4","-4.44324","501",17,9,-5.4416,0.2304,503,-5.2112,0.1169,-5.0693,-4.9524
"5","-6.9266","2397",75,132,-16.4122,8.4669,2395,-7.9453,6.9652,-13.571,-6.6058
"6","-2.40346","661",12,23,-3.537,1.8341,675,-1.7029,1.6676,-3.2925,-1.6249
"7","0.50982","918",15,44,-4.712,4.4442,915,-0.267799999999999,3.1811,-2.8834,0.2977
"8","-1.2607","130",4,1,-1.2647,0.004,132,-1.2607,0,-1.195,-1.195
"9","1.16016","190",3,14,-0.3423,0.8449,193,0.5026,0.721,-0.3327,0.3883
