"id","qdap_value_ampl","qdap_nword"
"26171","-9.0211","1122"
"26172","1.17154","560"
"26173","-5.16706","1513"
"26174","-0.62558","428"
"26175","-1.8311","529"
"26176","-5.97158","1721"
"26177","-4.27098","1339"
"26178","-2.14248","406"
"26179","-1.081","188"
"26180","-8.33412","1522"
"26181","-6.14284","1123"
"26182","-10.0883","1154"
"26183","-3.89204","1596"
"26184","-7.91086","1604"
"26185","-1.5263","243"
"26186","-2.3346","2133"
"26187","1.5795","1331"
"26188","-0.42096","1113"
"26189","-7.83118","1343"
"26190","7.82932","1358"
"26191","-0.0407399999999999","272"
"26192","-3.7863","393"
"26193","0.37224","1122"
"26194","1.62484","139"
"26195","-2.97002","1660"
"26196","-1.97116","895"
"26197","-0.90878","229"
"26198","-0.4302","1447"
"26199","-4.98444","1157"
"26200","-1.5476","109"
"26201","-1.58736","468"
"26202","0.2367","90"
"26203","0.7433","685"
"26204","-0.54272","1374"
