"id","qdap_value_ampl","qdap_nword"
"27105","0.3769","221"
"27106","-6.82736","1036"
"27107","-0.7505","398"
"27108","0.1063","226"
"27109","-4.94478","1846"
"27110","0.15686","1222"
"27111","0.16594","2051"
"27112","-5.29522","671"
"27113","-0.97606","266"
"27114","-2.17914","2158"
"27115","-0.0413","195"
"27116","0.6603","1341"
"27117","-2.19682","1781"
"27118","-3.61884","1145"
"27119","-2.42624","1043"
"27120","-1.6342","381"
"27121","-36.31482","5919"
"27122","-0.6913","190"
"27123","-3.40566","912"
"27124","-7.74922","857"
"27125","-0.46774","196"
"27126","-1.9168","517"
"27127","-2.4851","487"
"27128","-1.2975","232"
"27129","1.70688","713"
"27130","-1.11404","240"
"27131","3.5815","1942"
"27132","2.88954","1160"
"27133","1.34144","728"
"27134","-4.80974","1308"
"27135","-0.4326","256"
"27136","5.70686","1028"
"27137","-0.754","102"
"27138","0.3189","132"
"27139","-0.5363","252"
"27140","1.6569","155"
"27141","0.42758","455"
"27142","3.6271","824"
