"id","qdap_value_ampl","qdap_nword"
"22102","10.0455","1032"
"22103","-4.6141","1902"
"22104","-2.2328","567"
"22105","0.6417","191"
"22106","0.4375","187"
"22107","1.4369","209"
"22108","3.14376","1255"
"22109","-0.65452","513"
"22110","-0.89526","1125"
"22111","-2.06764","848"
"22112","-0.53862","870"
"22113","-2.80584","369"
"22114","-1.41268","694"
"22115","-3.4887","1640"
"22116","0.0119","99"
"22117","-1.49674","375"
"22118","-6.97768","1767"
"22119","1.59614","765"
"22120","1.4832","174"
"22121","0.199","58"
"22122","0.0820799999999999","1382"
"22123","-0.3023","84"
"22124","0.3621","170"
"22125","-0.83264","216"
"22126","-0.8119","584"
"22127","-5.2016","4547"
"22128","-3.27312","580"
"22129","0.48664","598"
"22130","-0.753","505"
"22131","-0.2096","457"
"22132","-0.96184","718"
"22133","1.9297","420"
"22134","0","9"
"22135","-5.62606","1524"
"22136","-1.48672","655"
"22137","0.0876000000000001","326"
"22138","1.1777","315"
"22139","-0.0577399999999999","244"
"22140","-3.07084","806"
"22141","0.14458","358"
"22142","-0.83","126"
"22143","1.19778","593"
"22144","-4.21632","1105"
