"title","number","date","keywords","link"
"Worte der Woche |","1993.3.5049","1993-01-15","DIE ZEIT, , FDP, CDU, Greenpeace, Günter Rexrodt, Heiner Geißler, Klaus Kinkel, Otto Graf Lambsdorff, Bundeswirtschaftsminister, Staatssekretär, Vereinte Nationen, Vogel, Wolfgang Kubicki, Irak, Alaska, Sarajevo","http://www.zeit.de/1993/03/worte-der-woche"
"Abraham Sutzkevers Erinnerungen an das Ghetto von Wilna: „Grünes Aquarium“: Worauf es ankommt |","1993.3.5050","1993-01-15","DIE ZEIT, Abraham Sutzkevers Erinnerungen an das Ghetto von Wilna: „Grünes Aquarium“","http://www.zeit.de/1993/03/worauf-es-ankommt"
"Wolfgang Ebert: Der Traumjob |","1993.3.5051","1993-01-15","DIE ZEIT, Wolfgang Ebert, ARD, Bundesliga, Fußball, SPD, FC Schalke 04, Bildung, Bundestagswahl, Hut, Ministerium, Schiff, Staatssekretär, U-Boot, Wolfgang Ebert","http://www.zeit.de/1993/03/der-traumjob"
"Eine neue Politik gegenüber dem ehemaligen Jugoslawien ist überfällig. Die Europäische Gemeinschaft muß sich entscheiden: Wer kämpfen will, soll vortreten |","1993.3.5052","1993-01-15","DIE ZEIT, Eine neue Politik gegenüber dem ehemaligen Jugoslawien ist überfällig. Die Europäische Gemeinschaft muß sich entscheiden, Jugoslawien, Bosnien und Herzegowina, Sanktion, Mazedonien, Serbien, Slowenien, Balkan, Südosteuropa","http://www.zeit.de/1993/03/wer-kaempfen-will-soll-vortreten"
"Der Dramatiker Heiner Müller ist in Verdacht geraten, für die Staatssicherheit gearbeitet zu haben: Des Müllers falsche Kleider |","1993.3.5053","1993-01-15","DIE ZEIT, Der Dramatiker Heiner Müller ist in Verdacht geraten, für die Staatssicherheit gearbeitet zu haben, Heiner Müller, Klaus Schlesinger, Christian Wernicke, DDR, Hansjörg Geiger, Stasi, Berlin","http://www.zeit.de/1993/03/des-muellers-falsche-kleider"
"Bündnis 90 und Grüne wollen sich zusammenschließen. Führt die Einheit aus der Krise?: Fusion und Konfusion |","1993.3.5054","1993-01-15","DIE ZEIT, Bündnis 90 und Grüne wollen sich zusammenschließen. Führt die Einheit aus der Krise?, Grüne, Joschka Fischer, Fusion, CDU, FDP, Günter Nooke, Marianne Birthler, Oskar Lafontaine, Manfred Stolpe, Bundestagswahl, Bundesversammlung, Bundeswahlleiter, DDR, Werner Schulz, USA, Hannover, Brandenburg, Hessen","http://www.zeit.de/1993/03/fusion-und-konfusion"
"Worte der Woche |","1993.3.5055","1993-01-15","DIE ZEIT, , FDP, CDU, Greenpeace, Günter Rexrodt, Heiner Geißler, Klaus Kinkel, Otto Graf Lambsdorff, Bundeswirtschaftsminister, Staatssekretär, Vereinte Nationen, Vogel, Wolfgang Kubicki, Irak, Alaska, Sarajevo","http://www.zeit.de/1993/03/worte-der-woche"
"Zeitspiegel |","1993.3.5056","1993-01-15","DIE ZEIT, , Bill Clinton, CSU, Wolfgang Schäuble, Absatz, Hans Zehetmair, Missbrauch, Republikaner (USA), Vizepräsident, Philadelphia","http://www.zeit.de/1993/03/zeitspiegel"
"Unter Helmut Kohl wird im Kabinett kaum diskutiert und entschieden. Die Politik sucht sich Ersatzbühnen: Der Marsch aus den Institutionen |","1993.3.5057","1993-01-15","DIE ZEIT, Unter Helmut Kohl wird im Kabinett kaum diskutiert und entschieden. Die Politik sucht sich Ersatzbühnen, Helmut Kohl, FDP, Helmut Schmidt, Willy Brandt, Günter Rexrodt, CSU, Sucht, Theo Waigel, Wolfgang Schäuble, Otto Graf Lambsdorff, Bundeswehreinsatz, Minister, Kabinett, Europa, Westeuropa","http://www.zeit.de/1993/03/der-marsch-aus-den-institutionen"
"Noch eine Chance für die Genfer Friedensverhandlungen: Warten auf Karadžic |","1993.3.5058","1993-01-15","DIE ZEIT, Noch eine Chance für die Genfer Friedensverhandlungen, Cyrus Vance, David Owen, Radovan Karadžic, Alija Izetbegovic, Slobodan Miloševic, Bosnien und Herzegowina, Butros Butros Ghali, Diplomat, Franjo Tudjman, Friedenstruppe, Waffenstillstand, Jugoslawien, Serbien, Genf, Belgrad, Dakar, Sarajevo","http://www.zeit.de/1993/03/warten-auf-karadzic"
