"id","qdap_value_ampl","qdap_nword"
"28609","-4.88576","1175"
"28610","-1.03144","498"
"28611","-2.2701","411"
"28612","-0.6196","782"
"28613","-10.63834","1001"
"28614","0.10148","315"
"28615","-12.98788","1675"
"28616","0.8802","333"
"28617","-2.70838","932"
"28618","-2.5971","493"
"28619","-1.05572","1773"
"28620","-1.20196","592"
"28621","-1.18928","789"
"28622","0.54912","237"
"28623","1.69954","2160"
"28624","0.0242000000000002","443"
"28625","-3.37266","1373"
"28626","1.5446","220"
"28627","-1.0786","191"
"28628","-0.30766","207"
"28629","-0.8765","595"
"28630","-5.89566","1334"
"28631","-3.89036","480"
"28632","0.2265","485"
"28633","-25.55206","4129"
"28634","-8.09644","524"
"28635","-11.81356","1020"
"28636","-3.72112","706"
"28637","0.044","285"
"28638","-0.795","242"
"28639","-3.1257","371"
"28640","-6.7307","880"
"28641","-0.30722","358"
"28642","-4.91866","1361"
"28643","-1.69218","200"
"28644","-1.533","182"
"28645","-2.28388","1410"
"28646","-2.5024","182"
"28647","-1.1491","169"
"28648","-12.17984","2853"
"28649","-0.31426","1313"
"28650","-0.18928","1002"
"28651","-0.199","174"
