"id","qdap_value_ampl","qdap_nword"
"52659","-3.66412","846"
"52660","-0.59596","1070"
"52661","-2.62612","810"
"52662","-0.0768999999999999","1369"
"52663","-1.9391","333"
"52664","-5.1192","2392"
"52665","-15.98114","2267"
"52666","-0.19752","2087"
"52667","-2.401","924"
"52668","-4.68098","1241"
"52669","-10.66172","1941"
"52670","-0.97094","700"
"52671","-16.76904","1040"
"52672","-8.7273","1102"
"52673","-3.3808","507"
"52674","-2.62946","1100"
"52675","-2.29452","561"
"52676","-5.37622","631"
"52677","1.05592","1647"
"52678","0.85084","2322"
"52679","0.04504","3231"
"52680","0.31912","1289"
"52681","-0.34398","1565"
"52682","-0.5168","1061"
"52683","-31.20128","4176"
"52684","3.94216","988"
"52685","-0.40484","459"
"52686","-5.67404","997"
"52687","-1.1486","1077"
