"id","qdap_value_ampl","qdap_nword"
"23214","0","20"
"23215","-1.03046","328"
"23216","-1.988","939"
"23217","-1.114","287"
"23218","-4.18456","1308"
"23219","-2.3012","251"
"23220","-1.24024","187"
"23221","-0.33728","1751"
"23222","-5.35574","409"
"23223","-2.5183","979"
"23224","-10.2241","1220"
"23225","-15.7854","1684"
"23226","3.3177","787"
"23227","-0.11816","198"
"23228","-5.78664","962"
"23229","1.3573","285"
"23230","1.6088","468"
"23231","0.97938","1054"
"23232","-1.6904","1784"
"23233","-1.33474","186"
"23234","0.28622","1883"
"23235","-1.3446","1135"
"23236","-0.1247","218"
"23237","-2.52358","1031"
"23238","-0.4402","4038"
"23239","0","7"
"23240","-0.68516","256"
"23241","-4.79392","1780"
"23242","-0.22456","1067"
"23243","1.56846","881"
"23244","-1.8051","1269"
"23245","-0.1371","140"
"23246","-1.09146","720"
"23247","-5.48236","755"
"23248","-2.1553","357"
"23249","1.15752","191"
"23250","0.04182","400"
"23251","0.7002","121"
"23252","-3.7546","319"
"23253","-0.58376","525"
"23254","0.0146","228"
"23255","-17.65398","2315"
"23256","0.0208","125"
"23257","-0.65188","639"
"23258","-1.40186","304"
"23259","-10.27706","1656"
"23260","1.0964","391"
"23261","-2.3168","271"
"23262","-2.26902","591"
"23263","0.64886","384"
