"id","qdap_value_ampl","qdap_nword"
"24898","-2.13058","405"
"24899","-9.40574","2488"
"24900","-2.47604","2404"
"24901","-5.54122","576"
"24902","0.1437","811"
"24903","-1.31114","2148"
"24904","0.38258","396"
"24905","2.43322","1075"
"24906","-5.6192","911"
"24907","0.49826","453"
"24908","0.74112","187"
"24909","-3.39896","836"
"24910","-3.1558","470"
"24911","-1.15772","569"
"24912","0.1426","1307"
"24913","-3.17866","1174"
"24914","-5.26834","571"
"24915","0.7412","181"
"24916","-36.19656","4001"
"24917","-3.78318","918"
"24918","-3.17024","997"
"24919","-9.32924","1311"
"24920","-5.64102","1080"
"24921","-3.94452","911"
"24922","0.5405","95"
"24923","2.20776","880"
"24924","0.2122","131"
"24925","0.99586","242"
"24926","-2.12542","1431"
"24927","-1.14872","85"
"24928","-1.56366","714"
"24929","1.49018","468"
"24930","-1.69402","175"
"24931","-4.22948","349"
"24932","-0.6245","82"
"24933","0.7504","115"
"24934","-1.7247","80"
"24935","-1.10924","261"
"24936","-2.85642","699"
"24937","-3.3474","442"
"24938","-4.86062","473"
"24939","-1.07506","266"
"24940","-6.7527","931"
"24941","-0.691","98"
"24942","-0.0318","259"
"24943","-2.9173","825"
"24944","2.66894","1516"
