"id","qdap_value_ampl","qdap_nword"
"50431","-5.45764","1548"
"50432","-6.24702","648"
"50433","-2.0257","738"
"50434","-6.0337","1266"
"50435","-4.81102","784"
"50436","-4.308","688"
"50437","-18.00068","2123"
"50438","-8.10744","1255"
"50439","-3.57276","541"
"50440","-3.65116","1420"
"50441","-8.49468","964"
"50442","0.32362","1385"
"50443","-6.2367","691"
"50444","0.946560000000001","1573"
"50445","-2.23558","1754"
"50446","0.73552","1129"
"50447","-5.76938","1377"
"50448","-5.04286","1356"
"50449","1.01826","996"
"50450","-1.97026","1196"
"50451","-1.59956","717"
"50452","-1.56978","903"
"50453","-4.45022","606"
"50454","-2.1327","1336"
"50455","-5.62034","847"
"50456","0.0820399999999999","839"
