"id","qdap_value_ampl","qdap_nword"
"26484","0.4701","377"
"26485","-3.97628","930"
"26486","-3.76404","797"
"26487","-16.50006","1899"
"26488","-0.17698","1569"
"26489","0.821","161"
"26490","-1.32586","314"
"26491","0.024","241"
"26492","-1.45764","1016"
"26493","-2.69206","524"
"26494","-12.33612","2463"
"26495","-7.3922","1256"
"26496","0.8073","179"
"26497","-21.04232","3310"
"26498","-9.53378","1029"
"26499","-3.3904","545"
"26500","-14.58398","2153"
"26501","-0.4522","181"
"26502","4.31542","1646"
"26503","-3.1597","841"
"26504","-1.28324","1213"
"26505","-0.5292","106"
"26506","-0.723640000000001","944"
"26507","-0.0408","323"
"26508","0.0634999999999999","489"
"26509","-2.05042","1139"
"26510","-7.22366","498"
"26511","-11.31408","1107"
"26512","-6.10166","917"
"26513","-1.2986","152"
"26514","-5.82176","306"
"26515","1.169","305"
"26516","-3.6398","993"
"26517","-1.596","150"
"26518","-2.0336","1543"
"26519","2.93626","670"
"26520","0.34054","174"
"26521","0.5261","155"
"26522","1.01902","1319"
"26523","-15.80678","2163"
"26524","-2.6226","149"
"26525","-3.7343","539"
"26526","-0.67864","382"
"26527","1.30396","299"
"26528","-0.70256","431"
"26529","0.46456","1082"
"26530","-4.30606","1009"
"26531","-3.9496","632"
