"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"50431","-5.801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50432","-6.0135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50433","-2.0193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50434","-5.4429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50435","-4.4519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50436","-4.614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50437","-17.6374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50438","-7.932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50439","-3.2954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50440","-2.8462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50441","-8.4018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50442","0.0261000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50443","-5.4367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50444","1.7568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50445","-2.3511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50446","1.0264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50447","-5.1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50448","-4.8859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50449","1.0293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50450","-2.38154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50451","-1.1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50452","-1.6853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50453","-4.1755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50454","-2.1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50455","-5.9465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50456","-0.2934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
