"id","qdap_value_ampl","qdap_nword"
"55952","-0.2925","1444"
"55953","-5.0914","1458"
"55954","0.06618","409"
"55955","-1.04208","2043"
"55956","-0.73932","1169"
"55957","-1.33782","442"
"55958","-4.84928","636"
"55959","0.44296","245"
"55960","-6.18","1118"
"55961","-2.67278","405"
"55962","-6.42358","972"
"55963","-7.97698","778"
"55964","-8.89832","994"
"55965","-7.87612","2410"
"55966","-1.28156","991"
"55967","0.0506000000000001","1128"
"55968","-7.86716","685"
"55969","0.5562","337"
"55970","-5.36946","713"
"55971","3.11668","783"
"55972","6.64338","1905"
"55973","-6.44288","844"
"55974","-3.77032","518"
"55975","-5.31322","992"
"55976","-14.3017","1748"
"55977","-1.92488","1470"
"55978","-4.67448","2708"
"55979","-0.75606","332"
"55980","-4.06256","1211"
"55981","4.2038","1581"
"55982","0.70812","788"
"55983","-2.0669","720"
"55984","-0.1306","353"
"55985","-1.10128","855"
"55986","3.57952","258"
